Award ID,Generated Award ID,Award Category,Transaction Count,Latest Modification Number,First Action Type,First Action Type Description,First Action Date,Latest Action Type,Latest Action Type Description,Latest Action Date,Action Code Termination Modification,Action Code Termination Date,Closeout Modification Number,Closeout Action Date,Last Checked Date
80NSSC23M0124,ASST_NON_80NSSC23M0124_080,assistance,4,P00003,A,NEW,2023-08-28,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-01,,,P00003,2026-07-01,2026-08-16
80NSSC23M0125,ASST_NON_80NSSC23M0125_080,assistance,4,P00003,A,NEW,2023-08-29,D,ADJUSTMENT TO COMPLETED PROJECT,2026-06-25,,,P00003,2026-06-25,2026-08-16
80NSSC23M0126,ASST_NON_80NSSC23M0126_080,assistance,3,P00002,A,NEW,2023-08-31,B,CONTINUATION,2025-06-09,,,,,2026-08-16
80NSSC23M0127,ASST_NON_80NSSC23M0127_080,assistance,3,P00002,A,NEW,2023-08-25,B,CONTINUATION,2025-06-09,,,,,2026-08-16
80NSSC23PA010,CONT_AWD_80NSSC23PA010_8000_-NONE-_-NONE-,contract,5,P00004,,,2022-10-06,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00004,2025-04-08,,,2026-08-16
80NSSC23PB058,CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-,contract,3,P00002,,,2023-05-15,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00002,2025-04-08,,,2026-08-16
80NSSC23PB368,CONT_AWD_80NSSC23PB368_8000_-NONE-_-NONE-,contract,2,P00001,,,2023-09-22,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-06,P00001,2025-03-06,,,2026-08-16
80NSSC24AA010,CONT_IDV_80NSSC24AA010_8000,idv,5,P00004,,,2024-01-30,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2026-05-21,P00004,2026-05-21,,,2026-08-16
80NSSC24AA011,CONT_IDV_80NSSC24AA011_8000,idv,5,P00004,,,2024-01-30,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-13,P00004,2025-03-13,,,2026-08-16
80NSSC24AA012,CONT_IDV_80NSSC24AA012_8000,idv,5,P00004,,,2024-01-30,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-13,P00004,2025-03-13,,,2026-08-16
80NSSC24AA013,CONT_IDV_80NSSC24AA013_8000,idv,5,P00004,,,2024-01-30,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-13,P00004,2025-03-13,,,2026-08-16
80NSSC24AA014,CONT_IDV_80NSSC24AA014_8000,idv,5,P00004,,,2024-01-30,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-06-09,P00004,2025-06-09,,,2026-08-16
80NSSC24AA015,CONT_IDV_80NSSC24AA015_8000,idv,5,P00004,,,2024-01-30,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-13,P00004,2025-03-13,,,2026-08-16
80NSSC24CA161,CONT_AWD_80NSSC24CA161_8000_-NONE-_-NONE-,contract,2,P00002,,,2024-08-08,E,TERMINATE FOR DEFAULT (COMPLETE OR PARTIAL),2025-03-11,P00002,2025-03-11,,,2026-08-16
80NSSC24FA260,CONT_AWD_80NSSC24FA260_8000_NNG15SC39B_8000,contract,1,0,,,2024-02-05,,,2024-02-05,,,,,2026-08-16
80NSSC24FA447,CONT_AWD_80NSSC24FA447_8000_80NSSC23DA003_8000,contract,6,P00005,,,2024-04-15,M,OTHER ADMINISTRATIVE ACTION,2026-06-08,,,,,2026-08-16
80NSSC24FA558,CONT_AWD_80NSSC24FA558_8000_NNG15SD25B_8000,contract,2,P00001,,,2024-05-09,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-16,P00001,2025-04-16,,,2026-08-16
80NSSC24FA979,CONT_AWD_80NSSC24FA979_8000_80NSSC24AA010_8000,contract,5,P00004,,,2024-07-30,M,OTHER ADMINISTRATIVE ACTION,2025-09-12,P00003,2025-03-27,,,2026-08-16
80NSSC24K0113,ASST_NON_80NSSC24K0113_080,assistance,5,P00004,A,NEW,2023-12-06,D,ADJUSTMENT TO COMPLETED PROJECT,2026-05-12,,,P00004,2026-05-12,2026-08-16
80NSSC24K0114,ASST_NON_80NSSC24K0114_080,assistance,4,P00003,A,NEW,2023-11-16,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-20,,,P00003,2026-03-20,2026-08-16
80NSSC24K0115,ASST_NON_80NSSC24K0115_080,assistance,4,P00003,A,NEW,2023-11-29,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-25,,,P00003,2025-09-25,2026-08-16
80NSSC24K0157,ASST_NON_80NSSC24K0157_080,assistance,3,P00002,A,NEW,2023-11-09,D,ADJUSTMENT TO COMPLETED PROJECT,2026-04-14,,,P00002,2026-04-14,2026-08-16
80NSSC24K0176,ASST_NON_80NSSC24K0176_080,assistance,5,P00004,A,NEW,2023-11-22,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-12,,,P00004,2025-08-12,2026-08-16
80NSSC24K0177,ASST_NON_80NSSC24K0177_080,assistance,5,P00004,A,NEW,2023-11-30,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-11,,,P00004,2026-03-11,2026-08-16
80NSSC24K0178,ASST_NON_80NSSC24K0178_080,assistance,4,P00003,A,NEW,2024-01-03,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-12,,,P00003,2025-08-12,2026-08-16
80NSSC24K0343,ASST_NON_80NSSC24K0343_080,assistance,3,P00002,A,NEW,2024-02-21,D,ADJUSTMENT TO COMPLETED PROJECT,2026-05-05,,,P00002,2026-05-05,2026-08-16
80NSSC24K0373,ASST_NON_80NSSC24K0373_080,assistance,3,P00002,A,NEW,2024-03-20,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-16,,,P00002,2025-09-16,2026-08-16
80NSSC24K0482,ASST_NON_80NSSC24K0482_080,assistance,5,P00004,A,NEW,2024-02-02,B,CONTINUATION,2025-09-12,,,P00003,2025-05-23,2026-08-16
80NSSC24K0503,ASST_NON_80NSSC24K0503_080,assistance,5,P00004,A,NEW,2024-02-16,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-03,,,P00004,2026-03-03,2026-08-16
80NSSC24K0520,ASST_NON_80NSSC24K0520_080,assistance,3,P00002,A,NEW,2024-06-28,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-15,,,P00002,2025-08-15,2026-08-16
80NSSC24K0540,ASST_NON_80NSSC24K0540_080,assistance,6,P00005,A,NEW,2024-02-02,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-10,,,P00005,2026-03-10,2026-08-16
80NSSC24K0632,ASST_NON_80NSSC24K0632_080,assistance,3,P00002,A,NEW,2024-02-26,D,ADJUSTMENT TO COMPLETED PROJECT,2026-02-11,,,P00002,2026-02-11,2026-08-16
80NSSC24K0677,ASST_NON_80NSSC24K0677_080,assistance,4,P00003,A,NEW,2024-03-01,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-19,,,P00003,2026-03-19,2026-08-16
80NSSC24K0763,ASST_NON_80NSSC24K0763_080,assistance,3,P00002,A,NEW,2024-03-26,D,ADJUSTMENT TO COMPLETED PROJECT,2026-06-10,,,P00002,2026-06-10,2026-08-16
80NSSC24K0840,ASST_NON_80NSSC24K0840_080,assistance,3,P00002,A,NEW,2024-04-25,B,CONTINUATION,2026-01-07,,,,,2026-07-31
80NSSC24K0874,ASST_NON_80NSSC24K0874_080,assistance,3,P00002,A,NEW,2024-04-25,D,ADJUSTMENT TO COMPLETED PROJECT,2026-01-26,,,P00002,2026-01-26,2026-08-16
80NSSC24K0890,ASST_NON_80NSSC24K0890_080,assistance,4,P00003,A,NEW,2024-08-06,B,CONTINUATION,2026-05-13,,,P00002,2025-06-10,2026-08-16
80NSSC24K0892,ASST_NON_80NSSC24K0892_080,assistance,3,P00002,A,NEW,2024-08-05,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-14,,,P00002,2025-08-14,2026-08-16
80NSSC24K0913,ASST_NON_80NSSC24K0913_080,assistance,4,P00003,A,NEW,2024-06-06,D,ADJUSTMENT TO COMPLETED PROJECT,2026-04-30,,,P00003,2026-04-30,2026-08-16
80NSSC24K0927,ASST_NON_80NSSC24K0927_080,assistance,2,P00001,A,NEW,2024-05-09,D,ADJUSTMENT TO COMPLETED PROJECT,2026-01-20,,,P00001,2026-01-20,2026-08-16
80NSSC24K0944,ASST_NON_80NSSC24K0944_080,assistance,2,P00001,A,NEW,2024-06-20,B,CONTINUATION,2025-03-21,,,,,2026-08-16
80NSSC24K0966,ASST_NON_80NSSC24K0966_080,assistance,1,0,A,NEW,2024-06-14,A,NEW,2024-06-14,,,,,2026-07-31
80NSSC24K1087,ASST_NON_80NSSC24K1087_080,assistance,3,P00002,A,NEW,2024-07-22,D,ADJUSTMENT TO COMPLETED PROJECT,2026-06-03,,,P00002,2026-06-03,2026-08-16
80NSSC24K1193,ASST_NON_80NSSC24K1193_080,assistance,3,P00002,A,NEW,2024-07-30,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-25,,,P00002,2025-09-25,2026-08-16
80NSSC24K1232,ASST_NON_80NSSC24K1232_080,assistance,3,P00002,A,NEW,2024-07-23,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-12,,,P00002,2025-08-12,2026-08-16
80NSSC24K1264,ASST_NON_80NSSC24K1264_080,assistance,4,P00003,A,NEW,2024-07-11,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-11,,,P00003,2026-03-11,2026-08-16
80NSSC24K1345,ASST_NON_80NSSC24K1345_080,assistance,3,P00002,A,NEW,2024-07-15,D,ADJUSTMENT TO COMPLETED PROJECT,2026-04-30,,,P00002,2026-04-30,2026-08-16
80NSSC24K1357,ASST_NON_80NSSC24K1357_080,assistance,3,P00002,A,NEW,2024-08-01,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-17,,,P00002,2026-07-17,2026-08-16
80NSSC24K1472,ASST_NON_80NSSC24K1472_080,assistance,5,P00004,A,NEW,2024-09-06,D,ADJUSTMENT TO COMPLETED PROJECT,2026-07-15,,,P00004,2026-07-15,2026-08-16
80NSSC24K1612,ASST_NON_80NSSC24K1612_080,assistance,3,P00002,A,NEW,2024-09-05,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-11,,,P00002,2026-03-11,2026-08-16
80NSSC24K1845,ASST_NON_80NSSC24K1845_080,assistance,5,P00004,A,NEW,2024-09-12,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-20,,,P00004,2026-03-20,2026-08-16
80NSSC24K1854,ASST_NON_80NSSC24K1854_080,assistance,3,P00002,A,NEW,2024-09-17,D,ADJUSTMENT TO COMPLETED PROJECT,2026-03-18,,,P00002,2026-03-18,2026-08-16
80NSSC24K1913,ASST_NON_80NSSC24K1913_080,assistance,4,P00003,A,NEW,2024-09-06,B,CONTINUATION,2025-09-09,,,,,2026-08-16
80NSSC24M0190,ASST_NON_80NSSC24M0190_080,assistance,5,P00004,A,NEW,2024-08-14,B,CONTINUATION,2026-07-06,,,,,2026-07-31
80NSSC24M0193,ASST_NON_80NSSC24M0193_080,assistance,5,P00004,A,NEW,2024-09-16,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-12,,,P00004,2025-08-12,2026-08-16
80NSSC24M0209,ASST_NON_80NSSC24M0209_080,assistance,6,P00005,A,NEW,2024-09-27,B,CONTINUATION,2026-07-28,,,P00002,2025-07-21,2026-08-16
80NSSC24M0217,ASST_NON_80NSSC24M0217_080,assistance,4,P00003,A,NEW,2024-09-19,D,ADJUSTMENT TO COMPLETED PROJECT,2026-04-08,,,P00003,2026-04-08,2026-08-16
80NSSC24PA210,CONT_AWD_80NSSC24PA210_8000_-NONE-_-NONE-,contract,3,P00002,,,2023-11-29,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-28,P00002,2025-03-28,,,2026-08-16
80NSSC24PA590,CONT_AWD_80NSSC24PA590_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-02-22,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-01-31,P00001,2025-01-31,,,2026-08-16
80NSSC24PA609,CONT_AWD_80NSSC24PA609_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-02-28,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-02-18,P00001,2025-02-18,,,2026-08-16
80NSSC24PA660,CONT_AWD_80NSSC24PA660_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-03-07,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-16,P00002,2025-04-16,,,2026-08-16
80NSSC24PA710,CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-03-20,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-17,P00001,2025-03-17,,,2026-08-16
80NSSC24PA723,CONT_AWD_80NSSC24PA723_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-03-22,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-02-18,P00001,2025-02-18,,,2026-08-16
80NSSC24PA753,CONT_AWD_80NSSC24PA753_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-03-28,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-19,P00001,2025-03-19,,,2026-08-16
80NSSC24PA923,CONT_AWD_80NSSC24PA923_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-04-23,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-17,P00001,2025-03-17,,,2026-08-16
80NSSC24PB114,CONT_AWD_80NSSC24PB114_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-07-01,M,OTHER ADMINISTRATIVE ACTION,2025-03-18,,,,,2026-08-16
80NSSC24PB139,CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-06-05,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00002,2025-04-08,,,2026-08-16
80NSSC24PB679,CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-07-08,M,OTHER ADMINISTRATIVE ACTION,2025-04-30,P00001,2025-03-06,,,2026-08-16
80NSSC24PB717,CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-07-12,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00002,2025-04-08,,,2026-08-16
80NSSC24PB720,CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-07-15,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00001,2025-04-08,,,2026-08-16
80NSSC24PB891,CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-,contract,4,P00003,,,2024-08-01,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-16,P00003,2025-04-16,,,2026-08-16
80NSSC24PC049,CONT_AWD_80NSSC24PC049_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-08-14,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-06,P00002,2025-03-06,,,2026-08-16
80NSSC24PC064,CONT_AWD_80NSSC24PC064_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-08-14,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00001,2025-04-08,,,2026-08-16
80NSSC24PC269,CONT_AWD_80NSSC24PC269_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-09-03,C,FUNDING ONLY ACTION,2025-06-10,P00001,2025-03-24,,,2026-08-16
80NSSC24PC331,CONT_AWD_80NSSC24PC331_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-09-05,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-02-19,P00001,2025-02-19,,,2026-08-16
80NSSC24PC363,CONT_AWD_80NSSC24PC363_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-09-12,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00002,2025-04-08,,,2026-08-16
80NSSC24PC367,CONT_AWD_80NSSC24PC367_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-09-10,M,OTHER ADMINISTRATIVE ACTION,2025-02-11,,,,,2026-08-16
80NSSC24PC394,CONT_AWD_80NSSC24PC394_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-09-12,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-11,P00001,2025-03-11,,,2026-08-16
80NSSC24PC405,CONT_AWD_80NSSC24PC405_8000_-NONE-_-NONE-,contract,2,P00001,,,2024-09-19,M,OTHER ADMINISTRATIVE ACTION,2024-09-25,,,,,2026-08-16
80NSSC24PC475,CONT_AWD_80NSSC24PC475_8000_-NONE-_-NONE-,contract,3,P00002,,,2024-09-20,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-08,P00002,2025-04-08,,,2026-08-16
80NSSC25CA075,CONT_AWD_80NSSC25CA075_8000_-NONE-_-NONE-,contract,4,P00003,,,2025-06-11,C,FUNDING ONLY ACTION,2026-06-30,,,,,2026-08-16
80NSSC25FA034,CONT_AWD_80NSSC25FA034_8000_47QRAA19D006N_4732,contract,3,P00002,,,2024-10-21,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-03-10,P00002,2025-03-10,,,2026-08-16
80NSSC25FA078,CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000,contract,2,P00001,,,2024-11-20,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-04-16,P00001,2025-04-16,,,2026-08-16
80NSSC25FA145,CONT_AWD_80NSSC25FA145_8000_GS07F216BA_4732,contract,2,P00001,,,2025-01-14,M,OTHER ADMINISTRATIVE ACTION,2025-03-25,,,,,2026-08-16
80NSSC25FA147,CONT_AWD_80NSSC25FA147_8000_47QRAA23D000U_4732,contract,2,P00001,,,2025-01-17,M,OTHER ADMINISTRATIVE ACTION,2025-08-19,,,,,2026-08-16
80NSSC25FA259,CONT_AWD_80NSSC25FA259_8000_NNG15SD33B_8000,contract,2,P00001,,,2025-03-04,X,TERMINATE FOR CAUSE,2025-07-02,P00001,2025-07-02,,,2026-07-31
80NSSC25FA315,CONT_AWD_80NSSC25FA315_8000_80NSSC24AA005_8000,contract,2,P00001,,,2025-03-28,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2025-05-05,P00001,2025-05-05,,,2026-08-16
80NSSC25FA413,CONT_AWD_80NSSC25FA413_8000_NNG15SD33B_8000,contract,2,P00001,,,2025-05-05,M,OTHER ADMINISTRATIVE ACTION,2025-06-03,,,,,2026-08-16
80NSSC25FA473,CONT_AWD_80NSSC25FA473_8000_80NSSC22DA003_8000,contract,2,P00001,,,2025-07-11,F,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2026-08-11,P00001,2026-08-11,,,2026-08-16
80NSSC25K0024,ASST_NON_80NSSC25K0024_080,assistance,2,P00001,A,NEW,2025-07-23,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-10,,,P00001,2025-09-10,2026-08-16
80NSSC25K0030,ASST_NON_80NSSC25K0030_080,assistance,2,P00001,A,NEW,2025-07-22,D,ADJUSTMENT TO COMPLETED PROJECT,2026-01-20,,,P00001,2026-01-20,2026-08-16
80NSSC25K0045,ASST_NON_80NSSC25K0045_080,assistance,2,P00001,A,NEW,2025-08-06,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-10,,,P00001,2025-09-10,2026-08-16
80NSSC25K0105,ASST_NON_80NSSC25K0105_080,assistance,4,P00001,A,NEW,2025-08-06,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-11,,,P00001,2025-09-11,2026-08-16
80NSSC25K0108,ASST_NON_80NSSC25K0108_080,assistance,2,P00001,A,NEW,2025-07-30,D,ADJUSTMENT TO COMPLETED PROJECT,2026-05-07,,,P00001,2026-05-07,2026-08-16
80NSSC25K0134,ASST_NON_80NSSC25K0134_080,assistance,3,P00002,A,NEW,2025-08-05,B,CONTINUATION,2025-09-30,,,P00001,2025-09-10,2026-08-16
80NSSC25K0284,ASST_NON_80NSSC25K0284_080,assistance,2,P00001,A,NEW,2025-08-14,D,ADJUSTMENT TO COMPLETED PROJECT,2025-12-02,,,P00001,2025-12-02,2026-08-16
80NSSC25K7029,ASST_NON_80NSSC25K7029_080,assistance,4,P00003,A,NEW,2024-11-04,D,ADJUSTMENT TO COMPLETED PROJECT,2026-05-04,,,P00003,2026-05-04,2026-08-16
80NSSC25K7030,ASST_NON_80NSSC25K7030_080,assistance,4,P00003,A,NEW,2024-12-16,D,ADJUSTMENT TO COMPLETED PROJECT,2026-04-30,,,P00003,2026-04-30,2026-08-16
80NSSC25K7031,ASST_NON_80NSSC25K7031_080,assistance,4,P00003,A,NEW,2024-10-31,D,ADJUSTMENT TO COMPLETED PROJECT,2026-05-11,,,P00003,2026-05-11,2026-08-16
80NSSC25K7032,ASST_NON_80NSSC25K7032_080,assistance,4,P00003,A,NEW,2024-11-01,D,ADJUSTMENT TO COMPLETED PROJECT,2025-09-25,,,P00003,2025-09-25,2026-08-16
80NSSC25K7034,ASST_NON_80NSSC25K7034_080,assistance,3,P00002,A,NEW,2024-10-28,D,ADJUSTMENT TO COMPLETED PROJECT,2025-08-15,,,P00002,2025-08-15,2026-08-16
80NSSC25K7036,ASST_NON_80NSSC25K7036_080,assistance,4,P00003,A,NEW,2024-11-19,D,ADJUSTMENT TO COMPLETED PROJECT,2026-04-30,,,P00003,2026-04-30,2026-08-16
80NSSC25K7045,ASST_NON_80NSSC25K7045_080,assistance,3,P00002,A,NEW,2024-11-06,B,CONTINUATION,2025-03-21,,,,,2026-08-16
80NSSC25K7118,ASST_NON_80NSSC25K7118_080,assistance,5,P00004,A,NEW,2024-12-02,B,CONTINUATION,2026-05-13,,,,,2026-07-31
80NSSC25K7164,ASST_NON_80NSSC25K7164_080,assistance,4,P00003,A,NEW,2024-11-15,B,CONTINUATION,2025-12-30,,,P00001,2025-02-21,2026-08-16
80NSSC25K7254,ASST_NON_80NSSC25K7254_080,assistance,4,P00003,A,NEW,2025-02-19,D,ADJUSTMENT TO COMPLETED PROJECT,2025-12-31,,,P00003,2025-12-31,2026-08-16
80NSSC25K7326,ASST_NON_80NSSC25K7326_080,assistance,2,P00001,A,NEW,2025-01-17,D,ADJUSTMENT TO COMPLETED PROJECT,2025-07-24,,,P00001,2025-07-24,2026-08-16
80NSSC25K7437,ASST_NON_80NSSC25K7437_080,assistance,3,P00002,A,NEW,2025-02-07,B,CONTINUATION,2025-12-10,,,,,2026-08-16
