Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,Unnamed: 26
80HQTR22AA009,,P00003,0,BPA Blanket Purchase Agreement,$0.00,"Mar 11, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA HEADQUARTERS,S,R499,SUPPORT- PROFESSIONAL: OTHER,541990.0,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",MONTREAL,QC,H2W 1Y5,NONE,NONE OF THE ABOVE,NB4CKQDR8WV9,NB4CKQDR8WV9,GHGSAT INCORPORATED,GHGSAT INCORPORATED,L08N0,
80NSSC19K0748,,P00006,0,Grant For Research,$0.00,"May 14, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AR21,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),,,TELLURIDE,CO,81435,,,VJ18ZVSU66R4,VJ18ZVSU66R4,THE PINHEAD INSTITUTE INC,"PINHEAD INSTITUTE, INC, THE",7PL22,
80NSSC22K0223,,P00005,0,Grant For Research,$0.00,"May 14, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,WASHINGTON,DC,200091231,,,QSTAN1HJRXJ5,QSTAN1HJRXJ5,AMERICAN GEOPHYSICAL UNION,AMERICAN GEOPHYSICAL UNION,6M099,
80NSSC23M0020,,P00004,0,Cooperative Agreement,$0.00,"May 14, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ14,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES,,,CLAYTON,DE,199381820,,,WVSCVLNFLWE7,WVSCVLNFLWE7,BLUE MARBLE SPACE,BLUE MARBLE SPACE,62A59,
80NSSC19K1666,,P00002,0,Grant For Research,$0.00,"May 14, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AR21,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),,,KISSIMMEE,FL,347444430,,,LJYNSENQXKM5,LJYNSENQXKM5,IMEC USA NANOELECTRONICS DESIGN CENTER  INC.,"IMEC USA NANOELECTRONICS DESIGN CENTER, INC.",829E7,
80KSC024F0043,80KSC021A0007,P00003,0,BPA Call Blanket Purchase Agreement,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA KENNEDY SPACE CENTER,S,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,WINTER SPRINGS,FL,327080034,NONE,NONE OF THE ABOVE,L2D8MLFE2G65,L2D8MLFE2G65,THE PERFORMANCE KNOWLEDGE GROUP  LLC,THE PERFORMANCE KNOWLEDGE GROUP LLC,3C2L4,
80HQTR24F0046,80MSFC21D0009,P00002,0,DO Delivery Order,$0.00,"Mar 13, 2025","Dec 13, 2023",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA HEADQUARTERS,S,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541715.0,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",HOUSTON,TX,770593658,NONE,NONE OF THE ABOVE,EHD6UHNJVH66,EHD6UHNJVH66,BARRIOS TECHNOLOGY  LLC,BARRIOS TECHNOLOGY LTD,1J044,
80NSSC24K0520,,P00001,0,Grant For Research,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,NEW YORK,NY,100294418,,,NVRHEMLD6ZL5,NVRHEMLD6ZL5,NATURAL AREAS CONSERVANCY INC,NATURAL AREAS CONSERVANCY INC,861B4,
80NSSC22K1675,,P00003,0,Grant For Research,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ14,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES,,,AUSTIN,TX,787121139,,,V6AFQPN18437,V6AFQPN18437,UNIVERSITY OF TEXAS AT AUSTIN,UNIVERSITY OF TEXAS AT AUSTIN,9B981,
80NSSC25K7029,,P00002,0,Grant For Research,$0.00,"May 14, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,DURHAM,NC,277090155,,,JJHCMK4NT5N3,JJHCMK4NT5N3,RESEARCH TRIANGLE INSTITUTE INC,RESEARCH TRIANGLE INSTITUTE,3A730,
80NSSC25K7032,,P00002,0,Grant For Research,$0.00,"May 14, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,ATLANTA,GA,303221061,,,S352L5PJLMP8,S352L5PJLMP8,EMORY UNIVERSITY,EMORY UNIVERSITY,2K291,
80NSSC19K0326,,P00019,0,Grant For Research,$0.00,"May 12, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AR21,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),,,CAMBRIDGE,MA,021385369,,,LN53LCFJFL45,LN53LCFJFL45,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,1NQH4,
80NSSC25K7029,,P00001,0,Grant For Research,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,DURHAM,NC,277090155,,,JJHCMK4NT5N3,JJHCMK4NT5N3,RESEARCH TRIANGLE INSTITUTE INC,RESEARCH TRIANGLE INSTITUTE,3A730,
80NSSC24K0944,,P00001,0,Grant For Research,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,ARLINGTON,VA,222013868,,,PWKMBNSLWMJ6,PWKMBNSLWMJ6,NATIONAL SOCIETY OF BLACK PHYSICISTS  INC.,"NATIONAL SOCIETY OF BLACK PHYSICISTS, INC.",3BXE6,
80NSSC24K0114,,P00002,0,Grant For Research,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,BROOKPARK,OH,441421012,,,SZNRL7J8S5C4,SZNRL7J8S5C4,OHIO AEROSPACE INSTITUTE,OHIO AEROSPACE INSTITUTE,0W083,
80NSSC21M0003,,P00010,0,Cooperative Agreement,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH",,,COLUMBIA,MD,210462132,,,VPWMMPGGPJ74,VPWMMPGGPJ74,UNIVERSITIES SPACE RESEARCH ASSOCIATION,UNIVERSITIES SPACE RESEARCH ASSOCIATION,1F731,
80NSSC24K1845,,P00003,0,Grant For Research,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,WASHINGTON,DC,200361012,,,PWKMBNSLWMJ6,PWKMBNSLWMJ6,NATIONAL SOCIETY OF BLACK PHYSICISTS  INC.,"NATIONAL SOCIETY OF BLACK PHYSICISTS, INC.",3BXE6,
80GRC021F0123,NNC17BA05B,P00001,0,BPA Call Blanket Purchase Agreement,"-$12,440.00","Sep 29, 2021",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332721.0,PRECISION TURNED PRODUCT MANUFACTURING,NORTH RIDGEVILLE,OH,440393834,NONE,NONE OF THE ABOVE,F8GZDR9994A3,F8GZDR9994A3,KALT MANUFACTURING COMPANY  THE,"KALT MANUFACTURING COMPANY, THE",8H596,
80MSFC22CA005,,P00032,0,DCA Definitive Contract,$0.00,"Sep 30, 2025","Aug 16, 2021",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA MARSHALL SPACE FLIGHT CENTER,S,AR14,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; R&D ADMINISTRATIVE EXPENSES",336414.0,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,LITTLETON,CO,801258504,NONE,NONE OF THE ABOVE,FYHNA5WC8XD7,ZFN2JJXBLZT3,LOCKHEED MARTIN CORP,LOCKHEED MARTIN CORPORATION,04236,
80GRC022AA017,,P00003,0,BPA Blanket Purchase Agreement,$0.00,"Apr 15, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA GLENN RESEARCH CENTER,P,3424,METAL HEAT TREATING AND NON-THERMAL TREATING EQUIPMENT,332710.0,MACHINE SHOPS,BLOOMINGTON,IN,474033015,NONE,NONE OF THE ABOVE,XALNPG6M2CT8,XALNPG6M2CT8,MSP AVIATION  INC.,"MSP AVIATION, INC.",91893,
80NSSC24AA011,47QRAA18D001P,P00004,0,BPA Blanket Purchase Agreement,$0.00,"Mar 13, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ARLINGTON,VA,222091742,NONE,NONE OF THE ABOVE,CKV2L9GZKJK3,GT54N467W2C6,DELOITTE CONSULTING LLP,DELOITTE CONSULTING LLP,1TTG5,
80TECH25PA010,,P00001,0,PO Purchase Order,"-$368,683.92","Feb 26, 2025","Jan 23, 2025",8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA IT PROCUREMENT OFFICE,P,7E20,"IT and Telecom - End User: Help Desk;Tier 1-2,Workspace,Print,Output,Productivity Tools (HW/Perp SW)",334516.0,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,BILLERICA,MA,018213915,NONE,NONE OF THE ABOVE,MG2JF771VWU5,MG2JF771VWU5,BRUKER SCIENTIFIC LLC,BRUKER SCIENTIFIC LLC,03JW7,
80NSSC23PB058,,P00002,0,PO Purchase Order,$0.00,"Apr 8, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,U099,EDUCATION/TRAINING- OTHER,813410.0,CIVIC AND SOCIAL ORGANIZATIONS,PALM BAY,FL,329055045,NONE,NONE OF THE ABOVE,MDNGA3AECP78,MDNGA3AECP78,FLORIDA FIRST ROBOTICS EDUCATION FOUNDATION  INC,"FLORIDA FIRST ROBOTICS EDUCATION FOUNDATION, INC.",8DZT7,
80NSSC24K0892,,P00001,0,Grant For Research,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,FAIRFAX,VA,220304422,,,EADLFP7Z72E5,H4NRWLFCDF43,GEORGE MASON UNIVERSITY,GEORGE MASON UNIVERSITY,7X764,
80NSSC24K1232,,P00001,0,Grant For Research,$0.00,"Mar 21, 2025",,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NASA SHARED SERVICES CENTER,S,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,,,SOMERVILLE,MA,021442401,,,WL9FLBRVPJJ7,WL9FLBRVPJJ7,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,4B965,
