_index,_type,_id,_score,sort,_source.proposal_title,_source.pgrp_center,_source.institution_name,_source.purchase_request_number,_source.grant_number,_source.pr_task,_source.technical_representative,_source.principal_investigator,_source.award_date,_source.pop_end_date,_source.pop_start_date,_source.program_title,_source.case_state
nasa-public,grants,80NSSC20K0010_CANCELLED,,[-9223372036854775808],Carbon Monitoring System in Mountains (CMS-Mountains): Leveraging Satellite-based Solar-Induced Fluorescence to,HQ,,,80NSSC20K0010 CANCELLED,"Administrative | Administrative - 1st No Cost Extension, Administrative - A.G.O. Change",KENNETH JUCKS,John Lin,,2024-02-28,2019-10-04,Carbon Monitoring System: Continuing Prototype Product Development,Cancelled
nasa-public,grants,80NSSC22M0244_CX:_P00001,,[-9223372036854775808],LOX RP-1 Additively Manufactured Rocket Demonstrator for Pressure drop and Surface Property Enhancement (Rev.2),MSFC,Morgan State University,,80NSSC22M0244 CX: P00001,|,Thomas Teasley,Oluwatobi Busari,,2024-02-28,2022-08-02,2022 Dual Use Technology Development at Marshall Space Flight Center Cooperative Agreement Notice (CAN),Cancelled
nasa-public,grants,80NSSC23K0673,,[-9223372036854775808],The Loss Through Auroral Microburst Pulsations Satellite (LAMPsat) Flight Opportunity Study,GSFC,University of Maryland at College Park,4200829671,80NSSC23K0673,Base Award,Roshanak Hakimzadeh,Mykhaylo Shumko,,2024-02-29,2023-03-01,B.10 Heliophysics Flight Opportunities Studies,Cancelled
nasa-public,grants,80NSSC21K0621,,[-9223372036854775808],Understanding the role of lower hybrid drift waves in electron heating and the onset of fast reconnection,HQ,Princeton University,"4200760135, 4200760135",80NSSC21K0621,Package Processing,Guan Le,Jongsoo Yoo,,2024-02-29,2021-03-01,B.14 Early Career Investigator Program,Cancelled
nasa-public,grants,80NSSC22K1471_CX:P00001,,[-9223372036854775808],"From Green to GrEEEn: Utilizing an environmental justice lens and Earth science data to enhance greenspace Equity, Exposure, and Experience",HQ,ROWAN UNIVERSITY,,80NSSC22K1471 CX:P00001,|,Nancy Searby,Mahbubur Meenar,,2024-02-29,2022-09-06,A.49 Earth Science Applications: Equity and Environmental Justice,Cancelled
nasa-public,grants,80NSSC20M0066_CX_P00011,,[-9223372036854775808],New Jersey Space Grant Consortium FY2020-FY2024 Activites,LARC,"Rutgers, The State University Of New Jersey",4200846516,80NSSC20M0066 CX P00011,Funding | Funding - Augmentation,Erica Alston,HAIM BARUH,,2024-03-13,2020-03-14,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 ? 2024,Cancelled
nasa-public,grants,80NSSC20K0530_CANCELLED,,[-9223372036854775808],THE FORMATION OF STAR CLUSTERS IN THE ERA OF JWST,HQ,,,80NSSC20K0530 CANCELLED,Administrative | Administrative - 1st No Cost Extension,Sanaz Vahidinia,Richard Klein,,2024-03-14,2020-03-15,ASTROPHYSICS THEORY PROGRAM,Cancelled
nasa-public,grants,80NSSC21K0762_CXP00004,,[-9223372036854775808],The AIRS Radiative Transfer Algorithm/Larrabee Strow,GSFC,,,80NSSC21K0762 CXP00004,Funding | Funding - Augmentation,LAZAROS ORAIOPOULOS,L. Larrabee  Strow,,2024-03-15,2021-03-16,competed,Cancelled
nasa-public,grants,80NSSC20M0116_CX_P00009,,[-9223372036854775808],The NAsA Lunabotics Coordination Initiative,KSC,"Secor Strategies, LLC","4200839371, 4200834174",80NSSC20M0116 CX P00009,Funding | Funding - De-Obligation,Theresa Martinez,PAUL SECOR,,2024-03-15,2020-03-17,FY 2020 NASA KSC ARTEMIS CHALLENGE PROJECT: LUNABOTICS COMPETITIVE COOPERATIVE AGREEMENT NOTICE,Cancelled
nasa-public,grants,NNX16AG94G_CX:S007,,[-9223372036854775808],DETERMINATION OF OSMIUM CONCENTRATION AND ISOTOPE COMPOSITION OF SOLAR CORONA USING GENESIS SAMPLES,HQ,Dartmouth College,,NNX16AG94G CX:S007,"Administrative | Administrative - 5th No Cost Extension, Administrative - A.G.O. Change, Administrative - Added GCAM Appendix H Terms and Conditions",JEFFREY GROSSMAN,MUKUL SHARMA,,2024-03-16,2016-03-17,LABORATORY ANALYSIS OF RETURNED SAMPLES,Cancelled
nasa-public,grants,80NSSC20M0099_CXP00014,,[-9223372036854775808],National Space Grant College and Fellowship Program-Opportunities in NASA STEM FY 2020-2024,SSC,"University of California, San Diego",,80NSSC20M0099 CXP00014,Funding | Funding - Augmentation,Mitchell Krell,JOHN KOSMATKA,,2024-03-24,2020-03-25,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,Cancelled
nasa-public,grants,80NSSC21K0802_CANCELLED,,[-9223372036854775808],DEVELOPMENT OF AN EMCCD SPACE CAMERA FOR UV SPECTROSCOPY: PROBING NITRIC OXIDE IN THE POLAR NIGHT,HQ,Virginia Polytechnic Institute & State University,,80NSSC21K0802 CANCELLED,Funding | Funding - Incremental,Roshanak Hakimzadeh,Leon Harding,,2024-03-29,2021-03-30,B.8 HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE,Cancelled
nasa-public,grants,80NSSC21K0803__CX_P00002,,[-9223372036854775808],MASS SPECTROMETRY OF THE TURBOPAUSE REGION (MSTR),HQ,,,80NSSC21K0803  CX P00002,|,Roshanak Hakimzadeh,Chad Fish,,2024-03-29,2021-03-30,B.8 HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE,Cancelled
nasa-public,grants,80NSSC21K0802_CX_P00003,,[-9223372036854775808],DEVELOPMENT OF AN EMCCD SPACE CAMERA FOR UV SPECTROSCOPY: PROBING NITRIC OXIDE IN THE POLAR NIGHT,HQ,Virginia Polytechnic Institute & State University,,80NSSC21K0802 CX P00003,|,Roshanak Hakimzadeh,Leon Harding,,2024-03-29,2021-03-30,B.8 HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE,Cancelled
nasa-public,grants,80NSSC23K1394,,[-9223372036854775808],"Radio, Optical, and X-ray Monitoring of Nearby FRB",GSFC,Jet Propulsion Laboratory,4200838480,80NSSC23K1394,Base Award,Keith Gendreau,WALID MAJID,,2024-03-31,2023-04-01,D.11 NICER General Observer - Cycle 5,Cancelled
nasa-public,grants,80NSSC20K0718_CX:P00007,,[-9223372036854775808],Solar jet-associated energetic electrons escaping the Sun,HQ,University Of Minnesota,4200850890,80NSSC20K0718 CX:P00007,Funding | Funding - Incremental,Therese Kucera,LINDSAY GLESENER,,2024-03-31,2020-04-01,Heliophysics Guest Investigators-Open,Cancelled
nasa-public,grants,80NSSC21K0658_CANCELLED,,[-9223372036854775808],DEEP STUDIES OF NEAS: BRIDGING THE GAP BETWEEN SURVEYS AND SPACECRAFT,HQ,,,80NSSC21K0658 CANCELLED,Funding | Funding - Incremental,Kelly Fast,RONALD VERVACK,,2024-03-31,2021-04-01,C.24 YEARLY OPPORTUNITIES FOR RESEARCH IN PLANETARY DEFENSE,Cancelled
nasa-public,grants,80NSSC22K0767_CANCELLED,,[-9223372036854775808],Kilometer-Scale Space Structures from a Single Launch,HQ,Carnegie Mellon,,80NSSC22K0767 CANCELLED,|,Michael Lapointe,Zachary Manchester,,2024-03-31,2022-04-01,NASA Innovative Advanced Concepts (NIAC) Phase II,Cancelled
nasa-public,grants,80NSSC22K0766_CANCELLED,,[-9223372036854775808],ReachBot: Small Robot for Large Mobile Manipulation Tasks in Martian Cave Environments,HQ,The Leland Stanford Junior University,,80NSSC22K0766 CANCELLED,|,Eric Eberly,Marco Pavone,,2024-03-31,2022-04-01,NASA Innovative Advanced Concepts (NIAC) Phase II,Cancelled
nasa-public,grants,80NSSC21K0658_CANCELED,,[-9223372036854775808],DEEP STUDIES OF NEAS: BRIDGING THE GAP BETWEEN SURVEYS AND SPACECRAFT,HQ,,,80NSSC21K0658 CANCELED,|,Kelly Fast,RONALD VERVACK,,2024-03-31,2021-04-01,C.24 YEARLY OPPORTUNITIES FOR RESEARCH IN PLANETARY DEFENSE,Cancelled
nasa-public,grants,80NSSC20K0857__CX_P00003,,[-9223372036854775808],INVESTIGATING A RING FORMATION MECHANISM FOR CENTAURS AND TNOS,HQ,"University of Central Florida Board of Trustees, The",,80NSSC20K0857  CX P00003,|,Delia Santiago-materese,Julie Brisset,,2024-04-04,2020-04-06,SOLAR SYSTEM WORKINGS,Cancelled
nasa-public,grants,80NSSC20M0043_CX_P00001,,[-9223372036854775808],Nevada Space Grant Consortium 2020-24,SSC,NEVADA SYSTEMS OF HIGHER EDUCATION,,80NSSC20M0043 CX P00001,Funding | Funding - Augmentation,Mitchell Krell,LYNN FENSTERMAKER,,2024-04-09,2020-04-10,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,Cancelled
nasa-public,grants,80NSSC19M0183_CX:P00005,,[-9223372036854775808],X-ray Imaging and Spectroscopy Mission (XRISM) Mission Support,GSFC,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,,80NSSC19M0183 CX:P00005,"Administrative | Administrative - Other, Administrative - Added GCAM Appendix H Terms and Conditions",ROBERT PETRE,Randall Smith,,2024-04-10,2019-04-11,SINGLE SOURCE,Cancelled
nasa-public,grants,80NSSC19K0998,,[-9223372036854775808],X-ray Imaging and Spectroscopy Mission (XRISM) Mission Support,GSFC,Smithsonian Astrophysical Observatory,,80NSSC19K0998,Resolve/FPDS-NG,ROBERT PETRE,RANDALL SMITH,,2024-04-10,2019-04-11,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC19K0821_CX:_P00003,,[-9223372036854775808],Spatial distribution and secular evolution of Pluto's ices as seen from  the ground and space,HQ,SOUTHWEST RESEARCH INSTITUTE,4200834154,80NSSC19K0821 CX: P00003,Funding | Funding - Incremental,JEFFREY GROSSMAN,SILVIA PROTOPAPA,,2024-04-11,2019-04-12,NEW FRONTIERS DATA ANALYSIS,Cancelled
nasa-public,grants,80NSSC21K0800_CX_P00002,,[-9223372036854775808],ADVANCEMENT OF A LYOT FILTER DEMONSTRATION INSTRUMENT (LFDI) FOR SPACE-BORNE SOLAR PHYSICS INVESTIGATIONS,HQ,,,80NSSC21K0800 CX P00002,|,Roshanak Hakimzadeh,Scott Sewell,,2024-04-11,2021-04-12,B.8 HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE,Cancelled
nasa-public,grants,80NSSC23K1514,,[-9223372036854775808],Ground?based All?Sky Imager (ASI) Investigation,GSFC,JOHNS HOPKINS UNIVERSITY,4200798495,80NSSC23K1514,Base Award,David Sibeck,SYAU-YUN HSIEH,,2024-04-14,2022-04-15,,Cancelled
nasa-public,grants,80NSSC21K0565_CX_P00004,,[-9223372036854775808],Epigenetic state modulation of radiation-induced DNA damage: Nanoscale modeling and validation,JSC,ROCKEFELLER UNIVERSITY,,80NSSC21K0565 CX P00004,"Funding | De-Obligation, Administrative - A.G.O. Change, Administrative - T.O. Change",Mary Kirby,Viviana Risca,,2024-04-15,2021-04-01,competed,Cancelled
nasa-public,grants,80NSSC21K0949,,[-9223372036854775808],FOUR-DIMENSIONAL LANDSLIDE QUANTIFICATION IN THE WESTERN U.S. USING REMOTE SENSING BIG DATA,HQ,UNIVERSITY OF HOUSTON,4200765809,80NSSC21K0949,Base Award,Allison Leidner,Xie Hu,,2024-04-20,2021-04-21,A.32 NEW (EARLY CAREER) INVESTIGATOR PROGRAM IN EARTH SCIENCE,Cancelled
nasa-public,grants,80NSSC20M0049_CXP00010,,[-9223372036854775808],Maryland Space Grant Consortium Proposal to the National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,LARC,"JOHNS HOPKINS UNIVERSITY, THE",4200851293,80NSSC20M0049 CXP00010,|,CLARENCE BOSTIC,RICHARD HENRY,,2024-04-22,2020-04-23,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,Cancelled
nasa-public,grants,80NSSC20M0049_CANCELLED,,[-9223372036854775808],Maryland Space Grant Consortium Proposal to the National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,LARC,The Johns Hopkins University,,80NSSC20M0049 CANCELLED,Funding | Funding - Incremental,Erica Alston,RICHARD HENRY,,2024-04-22,2020-04-23,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,Cancelled
nasa-public,grants,80NSSC21K1005_CANCELLED,,[-9223372036854775808],USING CYGNSS-BASED INUNDATION MAPS TO ADDRESS MAJOR GAPS IN REPRESENTING TROPICAL WETLAND METHANE EMISSIONS,HQ,,,80NSSC21K1005 CANCELLED,|,William Mccarty,ERIC KORT,,2024-04-30,2021-05-01,A.27 CYGNSS COMPETED SCIENCE TEAM,Cancelled
nasa-public,grants,80NSSC23K0958,,[-9223372036854775808],Heliophysics Education Activation Proposal,GSFC,UNIVERSITY OF ALASKA FAIRBANKS,4200834545,80NSSC23K0958,Base Award,Michael Kirk,LYNDA MCGILVARY,,2024-04-30,2023-05-01,,Cancelled
nasa-public,grants,80NSSC21K0498,,[-9223372036854775808],GAS AND GALAXIES ACROSS COSMIC TIME WITH ENZO-E,HQ,SPACE TELESCOPE SCIENCE INSTITUTE,,80NSSC21K0498,Distribution,Evan Scannapieco,Molly Peeples,,2024-04-30,2021-05-01,D.14 THEORETICAL AND COMPUTATIONAL ASTROPHYSICS NETWORKS,Cancelled
nasa-public,grants,80NSSC20K1501_CX_P00007,,[-9223372036854775808],"Adaptation of Mouse Systems Physiology to Artificial Gravity via Centripetal Acceleration: Timing, Metabolism & Aging",ARC,,,80NSSC20K1501 CX P00007,Funding | Funding - Augmentation,YURI GRIKO,CHARLES FULLER,,2024-05-03,2020-08-04,"Appendix C: Topics in Biological, Physiological, and Behavioral Adaptations to Spaceflight: One Year Mission Project and Other Opportunities",Cancelled
nasa-public,grants,80NSSC19K1000_CANCELLED,,[-9223372036854775808],Developing Technologies for Instruments to Study High-Energy Processes in the Solar Atmosphere,GSFC,American University,,80NSSC19K1000 CANCELLED,Funding | Funding - Fully Fund,Steven Christe,FREDERICK BRUHWEILER,,2024-05-05,2019-05-06,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC21K1040_CX_P00002,,[-9223372036854775808],PLASMA AND RADIATION COMBINED IN-SITU INSTRUMENT (PRCINI),HQ,,,80NSSC21K1040 CX P00002,|,Roshanak Hakimzadeh,IAN COHEN,,2024-05-06,2021-05-07,B.8 HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE,Cancelled
nasa-public,grants,80NSSC19M0146_CX:P00004,,[-9223372036854775808],"From Large to Small Scales and Back: Integrating Observations, Modeling, and Laboratory Experiments of Heliophysics",KSC,,,80NSSC19M0146 CX:P00004,"Administrative | Administrative - 3rd No Cost Extension, Administrative - A.G.O. Change",Mitchell Krell,Melanie  Page,,2024-05-15,2019-05-16,2019 Established Program to Stimulate Competitive Research (EPSCoR),Cancelled
nasa-public,grants,80NSSC21K0832_CANCELLED,,[-9223372036854775808],SALINITY AND STRATIFICATION AT THE SEA ICE EDGE,HQ,,4200800182,80NSSC21K0832 CANCELLED,Funding | Funding - Incremental,Nadya Vinogradova Shiffer,Kyla Drushka,,2024-05-16,2021-05-17,A.13 OCEAN SALINITY FIELD CAMPAIGN,Cancelled
nasa-public,grants,80NSSC21K1128_CANCELLED,,[-9223372036854775808],CONSTRAINING STABLE STRATIFICATION AND DEEP WINDS INSIDE SATURN WITH CASSINI MAGNETOMETER DATA AND DYNAMO SIMULATIONS,HQ,,,80NSSC21K1128 CANCELLED,"Administrative | Administrative - T.O. Change, Administrative - A.G.O. Change",NICHOLAS LANG,Hao Cao,,2024-05-26,2021-05-27,C.10 CASSINI DATA ANALYSIS,Cancelled
nasa-public,grants,80NSSC21K1129,,[-9223372036854775808],"DETERMINING THE DETAILED GEOLOGICAL HISTORY AND TERRAIN UNIT CHARACTERISTICS OF THE GREATER HUYGENS LANDING SITE REGION, TITAN",HQ,CALIFORNIA INSTITUTE OF TECHNOLOGY,,80NSSC21K1129,Package Processing,Lucas Paganini,Michael Malaska,,2024-05-26,2021-05-27,C.10 CASSINI DATA ANALYSIS,Cancelled
nasa-public,grants,80NSSC23M0142,,[-9223372036854775808],Cooperative planning and control for the integration of increasingly autonomous vehicles into the airspace,LARC,UNIVERSITY OF IOWA,4200841514,80NSSC23M0142,Base Award,Irene Gregory,Venanzio  Cichella,,2024-05-31,2023-06-01,NASA Unsolicited Proposals,Cancelled
nasa-public,grants,80NSSC22K1661__CX:P00002,,[-9223372036854775808],Land Information System Enabling Predictions of Aquatic Health for Comprehensive Water Security Assessment,GSFC,Texas A&M University - Kingsville,,80NSSC22K1661  CX:P00002,Administrative | Administrative - 1st No Cost Extension,Sujay Kumar,DAVID RAMIREZ,,2024-05-31,2022-08-02,,Cancelled
nasa-public,grants,80NSSC20K1456_CX:P00001,,[-9223372036854775808],EXPLORING THE ENERGETICS OF THE JOVIAN ATMOSPHERE VIA CHEMICAL TRANSPORT AND DYNAMICS,HQ,,,80NSSC20K1456 CX:P00001,|,CAROLYN KNOWLES,Nancy Chanover,,2024-05-31,2020-08-21,NASA OSE FELLOWSHIP ACTIVITY 2020,Cancelled
nasa-public,grants,80NSSC20K0541_CX_P00005,,[-9223372036854775808],GALAXY CLUSTERING ON THE LARGEST SCALES,HQ,The Research Foundation for The State University of New York,,80NSSC20K0541 CX P00005,Funding | Funding - Augmentation,Evan Scannapieco,Marilena Loverde,,2024-05-31,2020-06-01,ASTROPHYSICS THEORY PROGRAM,Cancelled
nasa-public,grants,80NSSC19K1012,,[-9223372036854775808],Submesoscale Ocean Dynamics and Vertical Transport,ARC,University of California at San Diego,,80NSSC19K1012,Resolve/FPDS-NG,ERIN CZECH,LUC LENAIN,,2024-05-31,2019-06-01,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES,Cancelled
nasa-public,grants,80NSSC20M0100_CX_P00009,,[-9223372036854775808],NASA-Missouri Space Grant Consortium FY 2020-2023 Proposal and Budget,SSC,UNIVERSITY OF MISSOURI SYSTEM,,80NSSC20M0100 CX P00009,Administrative | Administrative - PI Change,Mitchell Krell,K. M.   Isaac,,2024-05-31,2020-06-01,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,Cancelled
nasa-public,grants,80NSSC20K1123_CANCELLED,,[-9223372036854775808],Using Satellite Observations to Improve Our Understanding of Future Regional Sea Level Change and its Impacts,HQ,University of Colorado at Boulder,4200784560,80NSSC20K1123 CANCELLED,Funding | Funding - Incremental,Nadya Vinogradova Shiffer,ROBERT NEREM,,2024-05-31,2020-06-01,Sea Level Change Science Team,Cancelled
nasa-public,grants,80NSSC21K1375_CX_P00003,,[-9223372036854775808],Solar Neutron TRACking Instrument (SONTRAC,GSFC,University of New Hampshire,,80NSSC21K1375 CX P00003,Funding | Funding - Incremental,GEORGIA DE NOLFO,JAMES RYAN,,2024-06-02,2021-06-03,competed,Cancelled
nasa-public,grants,80NSSC20M0112_CX_P00008,,[-9223372036854775808],NASA Nebraska Space Grant FY 2020-2024,SSC,UNIVERSITY OF NEBRASKA AT OMAHA,,80NSSC20M0112 CX P00008,"Administrative | Administrative - Other, Administrative - Add/Remove Terms and Conditions",Erica Alston,Scott Tarry,,2024-06-09,2020-06-10,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,Cancelled
nasa-public,grants,80NSSC20M0129_CXP00010,,[-9223372036854775808],Connecticut Space Grant Consortium,LARC,"University Of Hartford, The",,80NSSC20M0129 CXP00010,Funding | Funding - Augmentation,Mitch Krell,Mary Arico,,2024-06-09,2020-06-10,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 - 2024,Cancelled
nasa-public,grants,80NSSC21K2060_Cancelled,,[-9223372036854775808],Novel Mixed Halide-Chalcogenide Perovskite Photoabsorbers for Power Generation for Small Landing Probes,HQ,"University Of Nevada, Las Vegas",,80NSSC21K2060 Cancelled,Funding | Funding - Increase,Timothy Peshek,Shubhra Bansal,,2024-06-12,2021-09-13,MSI Fellowships 2021,Cancelled
nasa-public,grants,80NSSC21K2060_CX_P00001,,[-9223372036854775808],Novel Mixed Halide-Chalcogenide Perovskite Photoabsorbers for Power Generation for Small Landing Probes,HQ,"University Of Nevada, Las Vegas",,80NSSC21K2060 CX P00001,Funding | Funding - Increase,Timothy Peshek,Shubhra Bansal,,2024-06-12,2021-09-13,MSI Fellowships 2021,Cancelled
nasa-public,grants,80NSSC22K1136_Cancelled,,[-9223372036854775808],"Supporting Drought Management in Angola using Integrated Modeling of the Environment, Vulnerability, Decision Making and Technology (EVDT)",HQ,Massachusetts Institute of Technology,4200831405,80NSSC22K1136 Cancelled,Funding | Funding - Incremental,BRADLEY DOORN,Danielle Wood,,2024-06-14,2022-06-15,A.34 Earth Science Applications: Water Resources,Cancelled
nasa-public,grants,80NSSC19K0565_CX:P00001,,[-9223372036854775808],Theoretical and Analysis Support for the Extended MMS Mission at the University of Delaware: Turbulence Reconnection and Particle Acceleration,GSFC,University of Delaware,,80NSSC19K0565 CX:P00001,Administrative | Administrative - 2nd No Cost Extension,Barbara Giles,WILLIAM MATTHAEUS,,2024-06-17,2019-06-18,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC20K1266__CX-P00004,,[-9223372036854775808],Smoke on the Water: Lake-based calibration of Amazonian fire histories,HQ,,,80NSSC20K1266  CX-P00004,|,Kathleen Hibbard,MICHAEL PALACE,,2024-06-24,2020-06-26,Interdisciplinary Research in Earth Science,Cancelled
nasa-public,grants,80NSSC22M0186_CANCELLED,,[-9223372036854775808],"Deep Atmosphere Venus Investigation of Noble gases, Chemistry and Imaging Plus (DAVINCI+) Discovery Mission",GSFC,Wesleyan University,,80NSSC22M0186 CANCELLED,|,Stephanie Getty,Martha Gilmore,,2024-06-26,2022-06-27,Discovery 2019,Cancelled
nasa-public,grants,80NSSC23M0117_CX:_00001,,[-9223372036854775808],Cooperative planning and control for the integration of increasingly autonomous vehicles into the airspace,LARC,UNIVERSITY OF IOWA,,80NSSC23M0117 CX: 00001,Funding | Funding - Incremental,Irene Gregory,Venanzio  Cichella,,2024-06-28,2023-06-29,NASA Unsolicited Proposals,Cancelled
nasa-public,grants,80NSSC21K1506_CX_-P00005,,[-9223372036854775808],Effects of Acute and Protracted Galactic Cosmic Radiation on Bone Strength,JSC,College of New Jersey,,80NSSC21K1506 CX -P00005,"Funding | Funding - De-Obligation, Administrative - A.G.O. Change, Administrative - T.O. Change",Mary Kirby,ANTHONY Lau,,2024-06-29,2021-06-30,,Cancelled
nasa-public,grants,80NSSC21K0519_CANCELLED,,[-9223372036854775808],"Amplitude, Wave Vector and Poynting Vector of Whistler-Mode Waves: Observations and Uncertainties",HQ,,4200795605,80NSSC21K0519 CANCELLED,"Funding | Funding - Incremental, Administrative - Added GCAM Appendix H Terms and Conditions",Galen Fowler,David Hartley,,2024-06-30,2021-07-01,B.4 Heliophysics Guest Investigators Open,Cancelled
nasa-public,grants,80NSSC17K0043_CX_P00013,,[-9223372036854775808],CHARACTERIZATION OF FRAGMENTS RESULTING FROM THE DEBRISAT/DEBRISLV HYPER-VELOCITY IMPACT EXPERIMENT,JSC,University of Florida ? GAINESVILLE,,80NSSC17K0043 CX P00013,Funding | Funding - Augmentation,Heather Cowardin,NORMAN FITZ-COY,,2024-06-30,2017-07-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC22M0156_CXP00004,,[-9223372036854775808],P1.DFM.TDA.01: Design for Manufacturing,LARC,CGTech Inc,,80NSSC22M0156 CXP00004,Funding | Funding - Augmentation,Robert Martin,Chris Lamrock,,2024-06-30,2022-06-01,,Cancelled
nasa-public,grants,80NSSC17K0070_CX-P00008,,[-9223372036854775808],COMPACT BINARY MERGERS IN GENERAL RELATIVITY,HQ,University of Illinois at Urbana?Champaign,,80NSSC17K0070 CX-P00008,|,Sanaz Vahidinia,Stuart Shapiro,,2024-06-30,2017-07-01,ASTROPHYSICS THEORY,Cancelled
nasa-public,grants,80NSSC19K1102_CANCELLED,,[-9223372036854775808],Development and Operation of the Astromaterials Data System,JSC,Columbia University in the City of New York,4200814856,80NSSC19K1102 CANCELLED,Funding | Funding - Incremental,JENNIFER VILLARREAL,KERSTIN LEHNERT,,2024-06-30,2019-07-01,UNSOLICITED,Cancelled
nasa-public,grants,NNX14AE73G_CX:S021,,[-9223372036854775808],CHANGES IN THE NEUROPROTEOME ASSOCIATED WITH HZE-INDUCED IMPAIRMENT OF COGNITION,JSC,Eastern Virginia Medical School,,NNX14AE73G CX:S021,Funding | Funding - Incremental,Mary Kirby,RICHARD BRITTEN,,2024-06-30,2014-02-27,GROUND-BASED STUDIES IN SPACE RADIOBIOLOGY,Cancelled
nasa-public,grants,80NSSC20K1268_CANCELLED,,[-9223372036854775808],Toward Conceptualization and Predictability: A Multi-scalar Analysis of Urban-Influenced Hydrometeorological Processes,HQ,,4200791523,80NSSC20K1268 CANCELLED,|,Kathleen Hibbard,JAMES SHEPHERD,,2024-07-01,2020-07-02,Interdisciplinary Research in Earth Science,Cancelled
nasa-public,grants,80NSSC19M0191_CANCELLED,,[-9223372036854775808],IMPACTS (Investigation of Microphysics and Precipitation for Atlantic Cost-,ARC,,,80NSSC19M0191 CANCELLED,|,Vidal Salazar,LYNN MCMURDIE,,2024-07-01,2019-07-02,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2017,Cancelled
nasa-public,grants,80NSSC20K1272_CX_P00004,,[-9223372036854775808],"Flux emergence and the structure, dynamics, and energetics of the solar atmosphere",HQ,,4200841746,80NSSC20K1272 CX P00004,|,Guan Le,Viggo Hansteen,,2024-07-01,2020-07-02,"Heliophysics Theory, Modeling, and Simulations",Cancelled
nasa-public,grants,80NSSC21K1184_CANCELLED,,[-9223372036854775808],Moon Formation via Streaming Instability,HQ,,,80NSSC21K1184 CANCELLED,Funding | Funding - Incremental,Kathleen Vander Kaaden,Miki Nakajima,,2024-07-01,2021-07-02,C.2 Emerging Worlds,Cancelled
nasa-public,grants,80NSSC20M0199_cancelled,,[-9223372036854775808],Robust Trajectory Design for Lunar Human Exploration,JSC,Utah State University Space Dynamics Laboratory,,80NSSC20M0199 cancelled,|,David Woffinden,David Geller,,2024-07-08,2020-07-09,NASA Unsolicited Proposals,Cancelled
nasa-public,grants,80NSSC19K1236_CX:_P00001,,[-9223372036854775808],"Day-Night Monitoring of Volcanic SO2 and Ash for Aviation Avoidance at Northern Polar Latitudes: Enhancing Direct Readout capabilities from EOS, SNPP and NOAA20",HQ,UNIVERSITY OF ALASKA FAIRBANKS,,80NSSC19K1236 CX: P00001,|,David Green,MARTIN STUEFER,,2024-07-08,2019-06-26,Earth Science Applications: Disaster Risk Reduction and Response,Cancelled
nasa-public,grants,80NSSC21K1489_CANCELLED,,[-9223372036854775808],Quantifying physical and chemical forcing from landscape evolution on extreme precipitation,HQ,"Cornell University, Inc",,80NSSC21K1489 CANCELLED,Funding | Funding - Incremental,DAVID CONSIDINE,Sara Pryor,,2024-07-08,2021-07-09,A.16 Modeling Analysis and Prediction,Cancelled
nasa-public,grants,80NSSC21K1515_CX_P00002,,[-9223372036854775808],Co-simulation for Partnerships to Observe Convective Storm Systems,HQ,Stevens Institute Of Technology (Inc),4200846928,80NSSC21K1515 CX P00002,Funding | Funding - Incremental,Allison Leidner,Paul Grogan,,2024-07-13,2021-07-14,A.32 New (Early Career) Investigator Program in Earth Science,Cancelled
