award_key,award_id,generated_award_id,award_type,award_type_code,recipient_name,action_date,action_type,modification_number,transaction_amount,transaction_description,award_description,recipient_address1,recipient_address2,recipient_city,recipient_state,recipient_zip,recipient_district,pop_city,pop_state,pop_zip,pop_district,total_obligated,total_potential_value,detected_by,sources,override_status
CONT_AWD_NNG09FA40C_8000_-NONE-_-NONE-,NNG09FA40C,CONT_AWD_NNG09FA40C_8000_-NONE-_-NONE-,contract,D,LOCKHEED MARTIN CORPORATION,2026-08-03,F,117,0.00,"THE PURPOSE OF THIS MODIFICATION IS TO FINALIZE THE PARTIAL TERMINATION SETTLEMENT AND REDUCE THE CONTRACT VALUE ACCORDINGLY. THE INTERFACE REGION IMAGING SPECTROGRAPH (IRIS) IS A NASA SMALL EXPLORER MISSION THAT OBSERVES THE SUN'S CHROMOSPHERE AND TRANSITION REGION, ALSO KNOWN AS THE INTERFACE REGION. IRIS IS DESIGNED TO STUDY HOW ENERGY AND PLASMA MOVE WITHIN THIS REGION, WHICH HELPS US UNDERSTAND HOW THE SUN'S CORONA IS HEATED AND HOW SOLAR ACTIVITY IMPACTS EARTH'S SPACE ENVIRONMENT. THIS MISSION FILLS A CRUCIAL GAP IN OUR ABILITY TO ADVANCE SUN-EARTH CONNECTION STUDIES BY TRACING THE FLOW OF ENERGY AND PLASMA INTO THE CORONA AND HELIOSPHERE FOR WHICH NO SUITABLE OBSERVATIONS EXIST.","INTERFACE REGION IMAGING SPECTROGRAPH (IRIS). THE CONTRACTOR SHALL REFINE AND EVOLVE THE CONTRACTOR'S COST ESTIMATE FOR PHASES B-F FOR THE INTERFACE REGION IMAGING SPECTROGRAPH (IRIS) MISSION SUBMITTED IN RESPONSE TO NASA ANNOUNCEMENT OF OPPORTUNITY #NNH07ZDA003O FOR THE EXPLORERS PROJECTS DIVISION. THE PRIMARY TASKS IN PHASE B WILL INCLUDE THE GENERATION AND PRESENTATION OF THE SYSTEMS REQUIREMENTS REVIEW (SRR) AND THE PRELIMINARY DESIGN REVIEW (PDR). IN ORDER TO SUPPORT THESE REVIEWS, THE CONCEPT DEFINITION EFFORTS SHALL ENCOMPASS THE WORK REQUIRED TO UPDATE AND REFINE THE PROPOSAL'S SCIENCE INVESTIGATION OBJECTIVES AND PLANS (IF NECESSARY), INSTRUMENT AND SPACECRAFT CONCEPTS AND PERFORMANCE CHARACTERISTICS, AND SCIENCE OPERATIONS AND FLIGHT OPERATIONS PLANS AND CONCEPTS. THESE EFFORTS SHALL IDENTIFY THE CONDITIONS AND CONSTRAINTS NECESSARY FOR THE DEVELOPMENT OF AN INTEGRATED IRIS MISSION APPROACH. THE CONTRACTOR'S MISSION INTEGRATION EFFORTS SHALL INCLUDE CONSIDERATIONS FOR THE ACCOMMODATION OF THE IRIS OBSERVATORY ONTO THE LAUNCH VEHICLE. THE CONTRACTOR'S PHASE B PRELIMINARY DESIGN EFFORTS SHALL DEVELOP THE CSR AND SITE VISIT CONCEPTS INTO A PRELIMINARY DESIGN AND DEFINITION OF THE IRIS MISSION, INCLUDING ITS MISSION OPERATIONS CENTER (MOC) AND SCIENCE OPERATIONS CENTER (SOC). THE PRELIMINARY DESIGN REVIEW (PDR) SHALL BE HELD IN ACCORDANCE WITH NPR 7120.5D, NPR 7123.1A, AND GSFC STD 1001B. THE CONTRACTOR'S EFFORTS IN PHASE B SHALL FORM THE BASIS FOR FINAL ATION OF THE REMAINDER OF THE IRIS DEVELOPMENT AND OPERATIONAL PHASES (C, D, E AND F). DETAILED COST AND SCHEDULE ESTIMATES SHALL BE PREPARED AND SUBMITTED DURING PHASE B, WHICH DEFINES THE CONTRACTOR'S UPDATED BUDGET FOR PHASE B AND THE PLANNED BUDGETS FOR PHASE C, D, E AND F WORK. PERIODIC TECHNICAL AND PROGRAMMATIC INTERCHANGE MEETINGS AT BOTH THE CONTRACTOR'S FACILITY AND AT GSFC SHALL BE REQUIRED TO COORDINATE EFFORTS BETWEEN THE CONTRACTOR AND THE EXPLORERS PROJECTS OFFICE. THESE MAY BE CONDUCTED AS FACE-TO-FACE MEETINGS OR TELECONFERENCES, AS REQUIRED.",3251 HANOVER ST BLDG 201,,PALO ALTO,CA,94304,16,PALO ALTO,CA,94304,16,194065277.28,198769611.00,both,mirror,
CONT_AWD_80GSFC23CA001_8000_-NONE-_-NONE-,80GSFC23CA001,CONT_AWD_80GSFC23CA001_8000_-NONE-_-NONE-,contract,D,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,2026-07-30,F,P00013,9658.99,TERMINATE FOR CONVENIENCE AGREEMENT - SOCIOECONOMIC DATA AND APPLICATIONS CENTER (SEDAC) SMD DIRECTORATE,SEDAC FACILITATES THE ANALYSIS AND PORTRAYAL OF THE HUMAN DIMENSIONS OF GLOBAL CHANGE NEEDED FOR EARTH SCIENCE RESEARCH.,"202 LOW LIBRARY 535 W 116 ST MC 4309,",,NEW YORK,NY,10027,13,NEW YORK,NY,10027,13,8821159.89,8821159.89,both,mirror,
CONT_AWD_80GSFC23CA032_8000_-NONE-_-NONE-,80GSFC23CA032,CONT_AWD_80GSFC23CA032_8000_-NONE-_-NONE-,contract,D,UNIVERSITY OF MARYLAND BALTIMORE COUNTY,2026-07-30,F,P00012,-9633.44,GEOSPACE DYNAMICS CONSTELLATION (GDC) MODULAR SPECTROMETER FOR ATMOSPHERE AND IONOSPHERE CHARACTERIZATION (MOSAIC) INSTRUMENT INVESTIGATION,GEOSPACE DYNAMICS CONSTELLATION (GDC) MODULAR SPECTROMETER FOR ATMOSPHERE AND IONOSPHERE CHARACTERIZATION (MOSAIC) INSTRUMENT INVESTIGATION. ORIGINAL AO NNH17ZDA004O-GDC,1000 HILLTOP CIR,,BALTIMORE,MD,21250,07,BALTIMORE,MD,21250,07,885525.56,885525.56,action_code,mirror,
CONT_AWD_80NSSC26P0502_8000_-NONE-_-NONE-,80NSSC26P0502,CONT_AWD_80NSSC26P0502_8000_-NONE-_-NONE-,contract,B,DEVGLOBAL PARTNERS LLC,2026-07-08,F,P00001,-98168.00,FACILITATION AND LOGISTICAL COORDINATION OF THE 2026 SMD DATA REPOSITORIES WORKSHOP,FACILITATION AND LOGISTICAL COORDINATION OF THE 2026 SMD DATA REPOSITORIES WORKSHOP,123 2ND AVE S,# 18STE 230,EDMONDS,WA,98020,02,EDMONDS,WA,98020,02,0.00,0.00,action_code,mirror,
CONT_AWD_80NM0019F0075_8000_80NM0018D0004_8000,80NM0019F0075,CONT_AWD_80NM0019F0075_8000_80NM0018D0004_8000,contract,C,CALIFORNIA INSTITUTE OF TECHNOLOGY,2026-06-17,M,P00009,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - MARS TO MOON ENGINEERING SUPPORT FOR XYZ DIRECTORATE,MONITORING PARTICULATE AIR POLLUTION AND HUMAN HEALTH IN ETHIOPIA AND SOUTH AFRICA WITH LINKAGES TO NASA'S MAIA MISSION (82-710940),4800 OAK GROVE DR,,PASADENA,CA,91109,28,PASADENA,CA,91109,28,1140711.53,1140711.53,description,mirror,
CONT_AWD_80GRC025CA013_8000_-NONE-_-NONE-,80GRC025CA013,CONT_AWD_80GRC025CA013_8000_-NONE-_-NONE-,contract,D,APACHE INNOVATIONS JV,2026-06-15,F,P00002,0.00,"REMOVAL OF DRD IAW EO #14222 - GLENN LOGISTICS AND METROLOGY (GLAM) - THE PURPOSE OF THIS CONTRACT IS TO PROVIDE LOGISTICS SERVICES, STOCK PURCHASES, AND METROLOGY/CALIBRATION SERVICES TO NASA GRC. SUPPORT TO ALL DIRECTORATES AT NASA GRC.","THE PURPOSE OF THIS CONTRACT IS TO PROVIDE LOGISTICS SERVICES, STOCK PURCHASES, AND METROLOGY/CALIBRATION SERVICES TO NASA GRC.",320 GOLD AVE SW STE 1200,,ALBUQUERQUE,NM,87102,01,CLEVELAND,OH,44135,11,0.00,72349033.00,action_code,mirror,
CONT_AWD_80NSSC26P0347_8000_-NONE-_-NONE-,80NSSC26P0347,CONT_AWD_80NSSC26P0347_8000_-NONE-_-NONE-,contract,B,MINCO PRODUCTS INC,2026-05-28,F,P00001,-13199.00,PURCHASE OF CUSTOMIZED HEATERS,PURCHASE OF CUSTOMIZED HEATERS,7300 COMMERCE LN NE,,MINNEAPOLIS,MN,55432,05,MINNEAPOLIS,MN,55432,05,0.00,13199.00,action_code,mirror,
CONT_AWD_80NSSC25PB270_8000_-NONE-_-NONE-,80NSSC25PB270,CONT_AWD_80NSSC25PB270_8000_-NONE-_-NONE-,contract,B,LINDE ADVANCED MATERIAL TECHNOLOGIES INC.,2026-05-22,F,P00001,-18775.00,"ALLOY Z, CHEM/SIZING POWDER","ALLOY Z, CHEM/SIZING POWDER",1500 POLCO ST,,INDIANAPOLIS,IN,46222,07,INDIANAPOLIS,IN,46222,07,0.00,0.00,action_code,mirror,
CONT_IDV_80NSSC24AA010_8000,80NSSC24AA010,CONT_IDV_80NSSC24AA010_8000,idv,IDV_E,"BRYCE SPACE AND TECHNOLOGY, LLC",2026-05-21,F,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPSS FOR NASA ADMINISTRATIVE SUITE.,THIS BLANKET PURCHASE AGREEMENT (BPA) IS FOR NASA CHANGE MANAGEMENT SUPPORT SERVICES.,1737 KING ST STE 601,,ALEXANDRIA,VA,22314,08,,,,,0.00,15000000.00,both,mirror,
ASST_NON_80NSSC24K0113_080,80NSSC24K0113,ASST_NON_80NSSC24K0113_080,grant,04,UNIVERSITY OF ARKANSAS SYSTEM,2026-05-12,D,P00004,-149998.00,TERMINATION FOR CONVENIENCE AGREEMENT - HERE TO OBSERVE UAB SUPPORT FOR SMD/ESD,HERE TO OBSERVE FROM UAPB,1200 UNIVERSITY DR STOP 4984,,PINE BLUFF,AR,71601,04,PINE BLUFF,AR,71601,04,0.00,,description,mirror,
CONT_AWD_80KSC019C0013_8000_-NONE-_-NONE-,80KSC019C0013,CONT_AWD_80KSC019C0013_8000_-NONE-_-NONE-,contract,D,"BECHTEL NATIONAL, INC.",2026-05-06,F,P00180,0.00,DESIGN AND CONSTRUCTION OF NASA SPACE LAUNCH SYSTEM (SLS) MOBILE LAUNCHER 2 (ML2).,DESIGN AND CONSTRUCTION OF THE NASA SPACE LAUNCH SYSTEM (SLS) MOBILE LAUNCHER 2 (ML2).,12021 SUNSET HILLS RD,,RESTON,VA,20190,11,RESTON,VA,20190,11,1550689354.01,1583975214.00,action_code,mirror,
CONT_AWD_80NSSC26P0289_8000_-NONE-_-NONE-,80NSSC26P0289,CONT_AWD_80NSSC26P0289_8000_-NONE-_-NONE-,contract,B,AANTILIA LLC,2026-05-04,F,P00001,-26425.00,INSTRUMENT & LAB EQPT - 16 INCH DIAMETER FLAT MIRROR,INSTRUMENT & LAB EQPT - 16 INCH DIAMETER FLAT MIRROR,11801 DOMAIN BLVD STE 300,,AUSTIN,TX,78758,37,HUNTSVILLE,AL,35812,05,0.00,0.00,action_code,mirror,
CONT_AWD_80NM0018F0566_8000_80NM0018D0004_8000,80NM0018F0566,CONT_AWD_80NM0018F0566_8000_80NM0018D0004_8000,contract,C,CALIFORNIA INSTITUTE OF TECHNOLOGY,2026-05-01,M,P00029,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - OFFICE OF CHIEF TECHNOLOGIST (OCT) STRATEGIC INTEGRATION FOR SMD DIRECTORATE,OFFICE OF CHIEF TECHNOLOGIST (OCT) STRATEGIC INTEGRATION 15-17437,4800 OAK GROVE DR,,PASADENA,CA,91109,28,PASADENA,CA,91109,28,3743031.81,3743031.81,description,mirror,
ASST_NON_80NSSC25K7036_080,80NSSC25K7036,ASST_NON_80NSSC25K7036_080,grant,04,UNIVERSITY OF RICHMOND,2026-04-30,D,P00003,-248049.00,TERMINATION FOR CONVENIENCE AGREEMENT - BUILDING CAPACITY FOR RESILIENCY EDUCATION AND ENVIRONMENTAL JUSTICE ACROSS THE CHANGING INDIGENOUS LANDSCAPES OF VIRGINIA - SUPPORT FOR SMD DIRECTORATE,EXECUTE A BALANCED SCIENCE PROGRAM BASED ON DISCIPLINE-SPECIFIC GUIDANCE FROM THE NATIONAL ACADEMIES OF SCIENCES ENGINEERING AND MEDICINE ADMINISTRATION PRIORITIES AND DIRECTION FROM CONGRESS. PARTICIPATE AS A KEY PARTNER AND ENABLER IN THE AGENCY S EXPLORATION INITIATIVE FOCUSING ON SCIENTIFIC RESEARCH OF ON AND FROM THE MOON LUNAR ORBIT MARS AND BEYOND. ADVANCE DISCOVERY IN EMERGING FIELDS BY IDENTIFYING AND EXPLOITING CROSS-DISCIPLINARY OPPORTUNITIES BETWEEN TRADITIONAL SCIENCE DISCIPLINES DEVELOP A DIRECTORATE-WIDE TARGET-USER FOCUSED APPROACH TO APPLIED PROGRAMS INCLUDING EARTH SCIENCE APPLICATIONS SPACE WEATHER PLANETARY DEFENSE AND SPACE SITUATIONAL AWARENESS.,110 UR DR # 200,,RICHMOND,VA,23173,07,RICHMOND,VA,23173,04,0.00,,description,mirror,
CONT_AWD_80NSSC26P0407_8000_-NONE-_-NONE-,80NSSC26P0407,CONT_AWD_80NSSC26P0407_8000_-NONE-_-NONE-,contract,B,PRIME PROPERTY SCANS LLC,2026-04-21,F,P00001,-26000.00,SPIRAL TECHNOLOGY SOFTWARE SUPPORT RENEWAL,SPIRAL TECHNOLOGY SOFTWARE SUPPORT RENEWAL,8862 BLACKBURN ST,,FORTVILLE,IN,46040,06,FORTVILLE,IN,46040,06,0.00,26000.00,action_code,mirror,
CONT_AWD_80HQTR23F0042_8000_80HQTR21D0004_8000,80HQTR23F0042,CONT_AWD_80HQTR23F0042_8000_80HQTR21D0004_8000,contract,C,"ICF INCORPORATED, L.L.C.",2026-04-14,F,P00001,0.00,THIS TASK ORDER #4 IS HEREBY ISSUED TO PROVIDE SUPPORT FOR U.S. PARTICIPATION IN AN ALL-HANDS MEETING FOR THE 5TH NATIONAL CLIMATE ASSESSMENT IN ACCORDANCE THE ATTACHED STATEMENT OF WORK,ALL HANDS PARTICIPATION 5TH NATIONAL CLIMATE ASSESSMENT,9300 LEE HWY,,FAIRFAX,VA,22031,11,FAIRFAX,VA,22031,11,335875.00,335875.00,action_code,mirror,
CONT_AWD_80HQTR24F0012_8000_80HQTR21D0004_8000,80HQTR24F0012,CONT_AWD_80HQTR24F0012_8000_80HQTR21D0004_8000,contract,C,"ICF INCORPORATED, L.L.C.",2026-04-14,F,P00004,0.00,SUPPORT FOR THE TECHNICAL SUPPORT UNIT FOR THE SEVENTH ASSESSMENT OF THE INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE: WORKING GROUP III,SUPPORT FOR THE TECHNICAL SUPPORT UNIT FOR THE SEVENTH ASSESSMENT OF THE INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE: WORKING GROUP III,9300 LEE HWY,,FAIRFAX,VA,22031,11,FAIRFAX,VA,22031,11,1929221.26,3368642.15,action_code,mirror,
CONT_AWD_80HQTR24F0037_8000_80HQTR21D0004_8000,80HQTR24F0037,CONT_AWD_80HQTR24F0037_8000_80HQTR21D0004_8000,contract,C,"ICF INCORPORATED, L.L.C.",2026-04-14,F,P00003,0.00,TO PROVIDE A SCOPE FOR SPECIALIZED SUPPORT SERVICES FOR TWO CLIMATE SERVICES PERSONNEL TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO) FOR CLIMATE SERVICES.,TO PROVIDE A SCOPE FOR SPECIALIZED SUPPORT SERVICES FOR TWO CLIMATE SERVICES PERSONNEL TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO) FOR CLIMATE SERVICES.,9300 LEE HWY,,FAIRFAX,VA,22031,11,FAIRFAX,VA,22031,11,651786.00,751787.00,action_code,mirror,
CONT_AWD_80HQTR25F7019_8000_80HQTR21D0004_8000,80HQTR25F7019,CONT_AWD_80HQTR25F7019_8000_80HQTR21D0004_8000,contract,C,"ICF INCORPORATED, L.L.C.",2026-04-14,F,P00002,0.00,"ASSIST WITH PLANNING ACTIVITIES INVOLVING A LARGE INTERNATIONAL AUTHOR TEAM COORDINATE IN-PERSON AND REMOTE MEETINGS, TRACK THE STATUS OF AUTHORS' WORK","ASSIST WITH PLANNING ACTIVITIES INVOLVING A LARGE INTERNATIONAL AUTHOR TEAM COORDINATE IN-PERSON AND REMOTE MEETINGS, TRACK THE STATUS OF AUTHORS' WORK",9300 LEE HWY,,FAIRFAX,VA,22031,11,WASHINGTON,DC,20006,98,224255.00,224255.00,action_code,mirror,
CONT_AWD_80NM0024F0047_8000_80NM0018D0004_8000,80NM0024F0047,CONT_AWD_80NM0024F0047_8000_80NM0018D0004_8000,contract,C,CALIFORNIA INSTITUTE OF TECHNOLOGY,2026-04-13,M,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - ADVANCING VIETNAM'S MARINE SPATIAL PLANNING FOR OFFSHORE WIND ENERGY DEVELOPMENT (82-222737),ADVANCING VIETNAM'S MARINE SPATIAL PLANNING FOR OFFSHORE WIND ENERGY DEVELOPMENT (82-222737),4800 OAK GROVE DR,,PASADENA,CA,91109,28,PASADENA,CA,91109,28,127003.61,127003.61,description,mirror,
CONT_AWD_80MSFC21CA001_8000_-NONE-_-NONE-,80MSFC21CA001,CONT_AWD_80MSFC21CA001_8000_-NONE-_-NONE-,contract,D,LOCKHEED MARTIN CORP,2026-04-03,F,P00019,0.00,"TIPPING POINT CRYOGENIC DEMONSTRATION MISSION (CDM) ESTABLISH THE FINAL SETTLEMENT BETWEEN THE GOVERNMENT AND CONTRACTOR RESULTING FROM THE TERMINATION FOR CONVENIENCE OF CONTRACT NO. 80MSFC21CA001 ISSUED ON AUGUST 8, 2024.",TIPPING POINT CRYOGENIC DEMONSTRATION MISSION (CDM) DELIVER GROUND AND MISSION DATA TO CHARACTERIZE FULL-SCALE CRYOGENIC INTEGRATED SYSTEM PERFORMANCE.,12257 S WADSWORTH BLVD,,LITTLETON,CO,80125,07,LITTLETON,CO,80125,07,69721101.00,69721101.00,both,mirror,
CONT_AWD_80HQTR22F0076_8000_80HQTR21D0004_8000,80HQTR22F0076,CONT_AWD_80HQTR22F0076_8000_80HQTR21D0004_8000,contract,C,"ICF INCORPORATED, L.L.C.",2026-03-18,F,P00010,0.00,SUPPORT FOR U.S.PARTICIPATION IN THEINTERGOVERNMENTALPANEL ON CLIMATECHANGE AND RELATEDINTERNATIONALASSESSMENTS,SUPPORT FOR U.S. PARTICIPATION IN THE INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE AND RELATED INTERNATIONAL ASSESSMENTS,9300 LEE HWY,,FAIRFAX,VA,22031,11,FAIRFAX,VA,22031,11,979989.29,979989.29,action_code,mirror,
CONT_AWD_80HQTR22F0109_8000_80HQTR21D0004_8000,80HQTR22F0109,CONT_AWD_80HQTR22F0109_8000_80HQTR21D0004_8000,contract,C,"ICF INCORPORATED, L.L.C.",2026-03-18,F,P00005,0.00,SPECIALIZED SUPPORT SERVICES FOR A CARBON CYCLE INTERAGENCY WORKING GROUP (CCIWG) COORDINATOR TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO).,THE PURPOSE TASK IS TO PROVIDE A SCOPE FOR SPECIALIZED SUPPORT SERVICES FOR A CARBON CYCLE INTERAGENCY WORKING GROUP (CCIWG) COORDINATOR TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO).,9300 LEE HWY,,FAIRFAX,VA,22031,11,FAIRFAX,VA,22031,11,879147.00,879147.00,action_code,mirror,
CONT_AWD_80LARC24F0039_8000_80GSFC19D0011_8000,80LARC24F0039,CONT_AWD_80LARC24F0039_8000_80GSFC19D0011_8000,contract,C,THE AEROSPACE CORPORATION,2026-03-17,M,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - NASA ENGINEERING AND SAFETY CENTER'S (NESC) TEAM TO GUISE FUTURE HUMAN-RATED SPACECRAFT PROVIDERS ON DESIGNING AND VERIFYING A SPACECRAFT FIRE SYSTEM.,"NASA ENGINEERING AND SAFETY CENTER'S (NESC) TEAM TO GUIDE FUTURE HUMAN-RATED SPACECRAFT FIRE SAFETY SYSTEM IN ACCORDANCE WITH THE STATEMENT OF WORK TITLED ""TI-21-01651 SPACECRAFT FIRE SAFETY STANDARD.""",2310 EAST EL SEGUNDO BLVD,,EL SEGUNDO,CA,90245,36,EL SEGUNDO,CA,90245,36,0.00,0.00,description,mirror,
CONT_AWD_80LARC25F7003_8000_80GSFC19D0011_8000,80LARC25F7003,CONT_AWD_80LARC25F7003_8000_80GSFC19D0011_8000,contract,C,THE AEROSPACE CORPORATION,2026-03-17,M,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT- NASA ENGINEERING AND SAFETY CENTER'S (NESC) ENVIRONMENTAL CONTROL AND LIFE SUPPORT (ECLSS) TECHNICAL DISCIPLINE TEAM (TDT).,"NASA ENGINEERING AND SAFETY CENTER'S (NESC) ENVIRONMENTAL CONTROL AND LIFE SUPPORT (ECLSS) TECHNICAL DISCIPLINE TEAM (TDT), PROVIDES TECHNICAL EXPERTISE FOR RESOLUTION OF ISSUES RELATED TO VEHICLE AND SPACESUIT ENVIRONMENTAL CONTROL.",2310 EAST EL SEGUNDO BLVD,,EL SEGUNDO,CA,90245,36,EL SEGUNDO,CA,90245,36,0.00,0.00,description,mirror,
CONT_IDV_80HQTR21D0004_8000,80HQTR21D0004,CONT_IDV_80HQTR21D0004_8000,idv,IDV_B_B,"ICF INCORPORATED, L.L.C.",2026-03-03,F,P00031,0.00,SUPPORT FOR THE UNITED STATES .GLOBAL CHANGE RESEARCH PROGRAM (USGCRP).NATIONAL COORDINATION OFFICE (NCO). T4C AGREEMENT FINALIZATION FOR EARTH SCIENCES GROUP.,"USGCRP CONTRACT IS TO ACQUIRE TECHNICAL AND ADMINISTRATIVE SUPPORT FOR THE USGCRP NATIONAL COORDINATION OFFICE (NCO)TO ASSIST THE NATION AND THE WORLD TO UNDERSTAND, ASSESS, PREDICT, AND RESPOND TO HUMAN-INDUCED AND NATURAL PROCESSES OF GLOBAL CHANGE",9300 LEE HWY,,FAIRFAX,VA,22031,11,,,,,21778716.00,33870622.00,both,mirror,
CONT_AWD_80NSSC25PB602_8000_-NONE-_-NONE-,80NSSC25PB602,CONT_AWD_80NSSC25PB602_8000_-NONE-_-NONE-,contract,B,FED CREW INC,2026-02-23,F,P00002,-48900.00,SPHERICAL HEA ALLOY POWDER,SPHERICAL HEA ALLOY POWDER,32 JACOB WAY,,COLLEGEVILLE,PA,19426,04,COLLEGEVILLE,PA,19426,04,0.00,0.00,action_code,mirror,
CONT_AWD_80NSSC25PA844_8000_-NONE-_-NONE-,80NSSC25PA844,CONT_AWD_80NSSC25PA844_8000_-NONE-_-NONE-,contract,B,VOLAIRE ENERGY LLC,2026-02-20,F,P00001,0.00,GEER MASS FLOW METER,GEER MASS FLOW METER,850 N. LAKE SHORE DRIVE,1000,CHICAGO,IL,60611,05,CHICAGO,IL,60611,05,12000.00,12000.00,action_code,mirror,
CONT_AWD_80NSSC26P0009_8000_-NONE-_-NONE-,80NSSC26P0009,CONT_AWD_80NSSC26P0009_8000_-NONE-_-NONE-,contract,B,SILVERBACK ASSOCIATES LLC,2026-02-18,F,P00001,-14184.00,BARD AC UNIT,BARD AC UNIT,27903 MIDDLEWATER VIEW LN,,KATY,TX,77494,22,KATY,TX,77494,22,0.00,14184.00,action_code,mirror,
CONT_AWD_80GSFC22CA012_8000_-NONE-_-NONE-,80GSFC22CA012,CONT_AWD_80GSFC22CA012_8000_-NONE-_-NONE-,contract,D,THE REGENTS OF THE UNIVERSITY OF COLORADO,2026-02-12,F,P00009,0.00,INTERDISCIPLINARY SCIENTIST SUPPORT FOR THE GEOSPACE DYNAMICS CONSTELLATION (GDC) PROGRAM.,INTERDISCIPLINARY SCIENTIST SUPPORT FOR THE GEOSPACE DYNAMICS CONSTELLATION (GDC) PROGRAM. THIS ACTION IS A RESULT OF THE UNIVERSITY'S SELECTION UNDER A NASA RESEARCH ANNOUNCEMENT (NRA NNH21ZDA001N GDCIDS).,3100 MARINE ST,STE 481 572 UCB,BOULDER,CO,80309,02,BOULDER,CO,80309,02,1724514.55,1724514.55,action_code,mirror,
CONT_AWD_80NSSC23FB052_8000_80NSSC23DA002_8000,80NSSC23FB052,CONT_AWD_80NSSC23FB052_8000_80NSSC23DA002_8000,contract,C,"BRYCE SOLUTIONS, LLC",2026-02-10,F,P00017,0.00,"P00017 - TERMINATION - NASA ENTERPRISE-WIDE HUMAN CAPITAL SUPPORT SERVICES (NEHCSS) BRYCE SOLUTIONS, LLC CONTRACT #80NSSC23DA002 -TASK ORDER 80NSSC23FB052 LEADERSHIP AND EXECUTIVE LEVEL ONE-ON-ONE COACHING SERVICES","NASA ENTERPRISE-WIDE HUMAN CAPITAL SUPPORT SERVICES (NEHCSS) - BRYCE SOLUTIONS, LLC T.O 80NSSC23FB052 - LEADERSHIP AND EXECUTIVE LEVEL ONE-ON-ONE COACHING SERVICES",1199 N FAIRFAX ST STE 800,STE 601,ALEXANDRIA,VA,22314,08,ALEXANDRIA,VA,22314,08,2527240.48,7540439.97,action_code,mirror,
CONT_AWD_80GSFC22CA013_8000_-NONE-_-NONE-,80GSFC22CA013,CONT_AWD_80GSFC22CA013_8000_-NONE-_-NONE-,contract,D,THE AEROSPACE CORPORATION,2026-02-09,F,P00006,0.00,INTERDISCIPLINARY SCIENTIST SUPPORT FOR THE GEOSPACE DYNAMICS CONSTELLATION (GDC) PROGRAM.,"GEOSPACE DYNAMICS CONSTELLATION (GDC) INTERDISCIPLINARY SCIENTIST SUPPORT (GDC IDS) NASA RESEARCH ANNOUNCEMENT (NRA) SOLICITATION NNH21ZDA001N-GDCIDS, B.15, GEOSPACE DYNAMICS CONSTELLATION INTERDISCIPLINARY SCIENTISTS (GDC IDS).",2310 E EL SEGUNDO BLVD,,EL SEGUNDO,CA,90245,36,EL SEGUNDO,CA,90245,36,1986108.00,1986108.00,action_code,mirror,
CONT_AWD_80GSFC22CA011_8000_-NONE-_-NONE-,80GSFC22CA011,CONT_AWD_80GSFC22CA011_8000_-NONE-_-NONE-,contract,D,UNIVERSITY OF TEXAS AT ARLINGTON,2026-01-30,F,P00009,0.00,INTERDISCIPLINARY SCIENTIST SUPPORT FOR THE GEOSPACE DYNAMICS CONSTELLATION (GDC) PROGRAM.,INTERDISCIPLINARY SCIENTIST SUPPORT FOR THE GEOSPACE DYNAMICS CONSTELLATION (GDC) PROGRAM. THIS ACTION IS A RESULT OF THE UNIVERSITY'S SELECTION UNDER A NASA RESEARCH ANNOUNCEMENT (NRA NNH21ZDA001N GDCIDS).,701 S. NEDDERMAN DR,,ARLINGTON,TX,76019,25,ARLINGTON,TX,76019,25,1533152.00,1533152.00,action_code,mirror,
CONT_AWD_80MSFC21C0010_8000_-NONE-_-NONE-,80MSFC21C0010,CONT_AWD_80MSFC21C0010_8000_-NONE-_-NONE-,contract,D,NORTHROP GRUMMAN SYSTEMS CORPORATION,2025-09-30,F,P00042,0.00,MARS ASCENT PROPULSION SYSTEM (MAPS),MARS ASCENT PROPULSION SYSTEM (MAPS),55 THIOKOL RD,,ELKTON,MD,21921,01,ELKTON,MD,21921,01,80635452.00,91946261.00,action_code,mirror,
