award_key,award_id,generated_award_id,award_type,recipient_name,action_date,action_type,modification_number,transaction_amount,transaction_description,award_description,recipient_address1,recipient_address2,recipient_city,recipient_state,recipient_zip,pop_city,pop_state,pop_zip,detected_by,sources,override_status
CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-,80NSSC23PB058,CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-,contract,"Florida First Robotics Education Foundation, Inc",2025-04-08,F,P00002,0.00,Termination for convenience agreement - sponsorship of the first orlando regional,SPONSORSHIP OF THE FIRST ORLANDO REGIONAL,1360 MEADOWBROOK RD NE,,PALM BAY,FL,32905,PALM BAY,FL,32905,both,api,
CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-,80NSSC24PB139,CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-,contract,"Datadog, Inc.",2025-04-08,F,P00002,0.00,Termination for convenience agreement - datadog subscription,DATADOG SUBSCRIPTION PERIOD OF PERFORMANCE: 6/1/2024 - 10/31/2025,45TH FLOOR,"620, 8TH AVENUE",NEW YORK,NY,10018,NEW YORK,NY,10018,both,api,
CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-,80NSSC24PB717,CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-,contract,"Costar Realty Information, Inc.",2025-04-08,F,P00002,0.00,Termination for connivence agreement - costar,COSTAR,1313 L ST NW,,WASHINGTON,DC,20005,WASHINGTON,DC,20546,both,api,
CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-,80NSSC24PB720,CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-,contract,R3 Uniq Inc,2025-04-08,F,P00001,0.00,Terminate for convenience - omnest network simulation software licenses and support,OMNEST NETWORK SIMULATION SOFTWARE LICENSES AND SUPPORT,2535 TECH DR,STE 300,BETTENDORF,IA,52722,BETTENDORF,IA,52722,both,api,
CONT_AWD_80NSSC24PC064_8000_-NONE-_-NONE-,80NSSC24PC064,CONT_AWD_80NSSC24PC064_8000_-NONE-_-NONE-,contract,The Jandor Group LLC,2025-04-08,F,P00001,0.00,Terminate for convenience agreement,"TRAINING PURCHASE OVER $25,000.00",3033 CHIMNEY ROCK RD STE 216,,HOUSTON,TX,77056,HOUSTON,TX,77056,both,api,
CONT_AWD_80NSSC24PC363_8000_-NONE-_-NONE-,80NSSC24PC363,CONT_AWD_80NSSC24PC363_8000_-NONE-_-NONE-,contract,Qualcomm Technologies Inc,2025-04-08,F,P00002,-6000.00,Terminate for convenience agreement - qualcomm 5g learning - four subscriptions,QUALCOMM 5G LEARNING - FOUR SUBSCRIPTIONS,5775 MOREHOUSE DR,,SAN DIEGO,CA,92121,SAN DIEGO,CA,92121,both,api,
CONT_AWD_80NSSC24PC475_8000_-NONE-_-NONE-,80NSSC24PC475,CONT_AWD_80NSSC24PC475_8000_-NONE-_-NONE-,contract,Zuken USA Inc,2025-04-08,F,P00002,-44325.00,Termination for convenience agreement - zuken ds.e3 license data and configuration management pop: 10/1/24 - 9/30/25,ZUKEN DS.E3 LICENSE DATA AND CONFIGURATION MANAGEMENT POP: 10/1/24 - 9/30/25,238 LITTLETON RD STE 100,,WESTFORD,MA,01886,WESTFORD,MA,01886,both,api,
CONT_AWD_80NSSC25PA014_8000_-NONE-_-NONE-,80NSSC25PA014,CONT_AWD_80NSSC25PA014_8000_-NONE-_-NONE-,contract,Space Exploration Technologies Corp,2025-04-08,F,P00001,0.00,"Termination for convenience agreement - aspire public-private talent program, SpaceX immersion","ASPIRE PUBLIC-PRIVATE TALENT PROGRAM, SPACEX IMMERSION",731 KELP RD,BLDG 731,VANDENBERG AFB,CA,93437,LOMPOC,CA,93437,both,api,
CONT_AWD_80NSSC25PA068_8000_-NONE-_-NONE-,80NSSC25PA068,CONT_AWD_80NSSC25PA068_8000_-NONE-_-NONE-,contract,University Corporation for Atmospheric Research,2025-04-08,F,P00003,0.00,Termination for convenience agreement - ot dynamical neutral atmosphere-ionosphere coupling-x (DYNAMIC-X),OT DYNAMICAL NEUTRAL ATMOSPHERE-IONOSPHERE COUPLING-X (DYNAMIC-X) PHASE A STUDY VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY (VT)/WORK ON THE DEVELOPMENT OF DATA ASSIMILATION SYSTEM WITH THE HAO/NCAR WHOLE ATMOSPHERE COMMUNITY CLIMATE MODEL.,3090 CENTER GREEN DR,,BOULDER,CO,80301,BOULDER,CO,80301,both,api,
CONT_AWD_80NSSC25PA845_8000_-NONE-_-NONE-,80NSSC25PA845,CONT_AWD_80NSSC25PA845_8000_-NONE-_-NONE-,contract,Sinequa Corp,2025-04-08,X,P00001,-220565.99,Termination for convenience agreement - sinequa customer success engineers,SINEQUA CUSTOMER SUCCESS ENGINEERS,251 W 30TH ST,8TH FLOOR,NEW YORK,NY,10001,NEW YORK,NY,10001,description,api,
CONT_AWD_80SSC021F0001_8000_80SSC021A0001_8000,80SSC021F0001,CONT_AWD_80SSC021F0001_8000_80SSC021A0001_8000,contract,Trilogy Medical Resources LLC,2025-04-08,M,P00004,0.00,Stop work notice issued with notification of intent to terminate for convenience - provide covid-19 rapid testing for stennis space center.,PROVIDE COVID-19 RAPID TESTING FOR STENNIS SPACE CENTER,952 GREEN MEADOW RD,,BAY SAINT LOUIS,MS,39520,STENNIS SPACE CENTER,MS,39529,description,api,
CONT_IDV_80HQTR20D0005_8000,80HQTR20D0005,CONT_IDV_80HQTR20D0005_8000,idv,SETI Institute,2025-04-08,M,P00005,0.00,Stop work notice issued with notification of intent to terminate for convenience - ppss idiq provides multidiscipline technical support services throughout the product lifecycle of space flight hardware.,"PPSS IDIQ - PROVIDES MULTIDISCIPLINE TECHNICAL SUPPORT SERVICES THROUGHOUT THE PRODUCT LIFECYCLE OF SPACE FLIGHT HARDWARE INCLUDING DESIGN, DEVELOPMENT, FABRICATION, INTEGRATION, TESTING, VERIFICATION, AND LAUNCH SITE SUPPORT OPERATIONS.",189 BERNARDO AVE # 100,,MOUNTAIN VIEW,CA,94043,,,,description,api,
CONT_IDV_80KSC020D0016_8000,80KSC020D0016,CONT_IDV_80KSC020D0016_8000,idv,"Aecom Technical Services, Inc.",2025-04-08,F,P00007,0.00,"Termination for convenience (COMPLETE) - professional civil design services at Kennedy Space Center (KSC), and various NASA locations, assets, launch or landing sites worldwide.","PROFESSIONAL CIVIL DESIGN SERVICES AT KENNEDY SPACE CENTER (KSC), AND VARIOUS NASA LOCATIONS, ASSETS, LAUNCH OR LANDING SITES WORLDWIDE.",300 S GRAND AVE STE 1100,,LOS ANGELES,CA,90071,,,,both,api,
CONT_IDV_80KSC020D0018_8000,80KSC020D0018,CONT_IDV_80KSC020D0018_8000,idv,"Jones, Edmunds & Associates, Inc.",2025-04-08,F,P00009,0.00,"Termination for convenience (COMPLETE) - professional civil design services at Kennedy Space Center (KSC), and various NASA locations, assets, launch or landing sites worldwide.","PROFESSIONAL CIVIL DESIGN SERVICES AT KENNEDY SPACE CENTER (KSC), AND VARIOUS NASA LOCATIONS, ASSETS, LAUNCH OR LANDING SITES WORLDWIDE.",13545 PROGRESS BLVD STE 100,,ALACHUA,FL,32615,,,,both,api,
CONT_AWD_80NM0018F0669_8000_80NM0018D0004_8000,80NM0018F0669,CONT_AWD_80NM0018F0669_8000_80NM0018D0004_8000,contract,California Institute of Technology,2025-04-07,M,P00007,0.00,Stop work order issued with notification of intent to terminate for convenience - geostationary carbon cycle observatory (GEOCARB) pre-phase a and phase a (87-700073) for smd directorate,"GEOSTATIONARY CARBON CYCLE OBSERVATORY (GEOCARB) PRE-PHASE A AND PHASE A THE CONTRACT IS THE SPONSORING AGREEMENT BETWEEN THE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA) AND THE CALIFORNIA INSTITUTE OF TECHNOLOGY (CONTRACTOR), A PRIVATE NONPROFIT EDUCATIONAL INSTITUTION, WHICH ESTABLISHES THE RELATIONSHIP FOR THE OPERATION OF THE FEDERALLY FUNDED RESEARCH AND DEVELOPMENT CENTER (FFRDC) KNOWN AS THE JET PROPULSION LABORATORY. THE CONTRACTOR, JPL, IS REQUIRED TO PERFORM WORK THAT IS DESIGNATED IN TASK ORDERS ISSUED BY THE NASA MANAGEMENT OFFICE (NMO) CONTRACTING OFFICERS. NASA - SPONSORED WORK: JPL'S PRIMARY MISSION IS TO SUPPORT THE NASA SCIENCE MISSION DIRECTORATE (SMD) IN CARRYING OUT THE SPECIFIC OBJECTIVES IDENTIFIED IN THE SMD SCIENCE PLAN. THE FOUR BROAD SCIENTIFIC AREAS ARE: EARTH SCIENCE, PLANETARY SCIENCE, HELIOPHYSICS, AND ASTROPHYSICS. IN PERFORMANCE OF THIS CONTRACT, JPL SHALL: 1) SUPPLY A BROAD BASE OF SCIENTIFIC AND TECHNICAL CAPABILITIES RELEVANT TO NASA PROGRAM AND PROJECT RESPONSIBILITIES AND ASSIGNMENTS. 2) FOSTER ITS UNIQUE RELATIONSHIP WITH A TOP-TIER UNIVERSITY TO FACILITATE THE INVOLVEMENT OF SCIENTISTS, ENGINEERS, AND STUDENTS FROM THE UNIVERSITY AND RESEARCH COMMUNITIES IN NASA MISSION AND IN SUPPORTING OTHER GOVERNMENT AGENCIES. 3) SUPPORT NASA IN ENABLING PROGRAM AND INSTITUTIONAL CAPABILITIES. 4) DEVELOP SPACECRAFT AND INSTRUMENTS THAT ARE SENT TO VARIOUS DESTINATIONS WITH OUR SOLAR SYSTEM, INCLUDING EARTH ORBIT, PLANETS, PLANETARY SATELLITES, ASTEROIDS, AND COMETS. THESE MISSIONS MAY BE ORBITERS, LANDERS, OR ROVERS, AND TYPICALLY INCLUDE CUTTING-EDGE TECHNOLOGIES REQUIRED TO MEET SCIENTIFIC REQUIREMENTS. 5) PERFORM PROJECT TASKS INVOLVING: (I) AUTONOMOUS DEEP-SPACE, INNER-SPACE AND EARTH-ORBITING SPACECRAFT OR MAJOR SUBSYSTEMS, (II) EXPERIMENTS, INSTRUMENTS, OR OTHER DEVICES WHICH MAY BE CARRIED AS PAYLOAD ON SPACECRAFTS IN MISSIONS MANAGED BY OTHERS, AND/OR (III) GROUND-BASED SYSTEMS. 6) BEYOND ITS PRIMARY MISSION, JPL MAY PERFORM WORK FOR OTHER NASA MISSION DIRECTORATES OR OFFICES. 7) JPL IS ALSO RESPONSIBLE FOR THE OPERATION, RESEARCH, TECHNOLOGY INSERTION, AND MANAGEMENT OF NASA S DEEP SPACE NETWORK TO PROVIDE TELECOMMUNICATION AND OPERATION SERVICES, INCLUDING DATA ACQUISITION AND DATA DELIVERY REQUIRED TO MEET ESTABLISHED AGENCY OBJECTIVES. 8) JPL IS ALSO REQUIRED TO MAINTAIN AND CONDUCT AN EDUCATION PROGRAM IN CLOSE COORDINATION WITH THE NASA HEADQUARTERS EDUCATION OFFICE, THE ACADEMIC COMMUNITY AT LARGE, AND IN SUPPORT TO NASA STRATEGIC OBJECTIVES TO IMPROVE STUDENT RETENTION IN THE SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) DISCIPLINES. WORK FOR NON-NASA SPONSORS: JPL MAY PERFORM WORK FOR NON-NASA SPONSORS. THIS WORK WILL BE DESIGNATED IN TASK ORDERS ISSUED BY NMO CONTRACTING OFFICERS BASED ON TASK PLANS INITIATED BY THE CONTRACTOR.",4800 OAK GROVE DR,,PASADENA,CA,91109,PASADENA,CA,91109,description,api,
CONT_IDV_80HQTR22AA003_8000,80HQTR22AA003,CONT_IDV_80HQTR22AA003_8000,idv,Rma Associates LLC,2025-04-03,N,P00005,0.00,Legal contract cancellation - NASA'S annual fisma evaluation support for oig directorate,NASA'S FISMA REQUIREMENT - INFORMATION SECURITY PROGRAM AUDIT,1005 N GLEBE RD STE 610,,ARLINGTON,VA,22201,,,,both,api,
CONT_AWD_80NSSC24PA210_8000_-NONE-_-NONE-,80NSSC24PA210,CONT_AWD_80NSSC24PA210_8000_-NONE-_-NONE-,contract,Unibap Space Solutions Ab (PUBL),2025-03-28,F,P00002,-70000.00,Stop work notice issued with notification of intent to terminate for convenience - unibap - ose-sat in-space autonomy testbed,UNIBAP - OSE-SAT IN-SPACE AUTONOMY TESTBED,VASTRA AGATAN 16,,UPPSALA,,,MOUNTAIN VIEW,CA,94035,both,api,
CONT_AWD_80NSSC25FA145_8000_GS07F216BA_4732,80NSSC25FA145,CONT_AWD_80NSSC25FA145_8000_GS07F216BA_4732,contract,"B/W Color Prints, LLC",2025-03-25,M,P00001,0.00,Stop work notice issued - service for installation of the science on the sphere system,SERVICE FOR INSTALLATION OF THE SCIENCE ON THE SPHERE SYSTEM,8325 OLD MARLBORO PIKE,STE A9,UPPER MARLBORO,MD,20772,UPPER MARLBORO,MD,20772,description,api,
CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-,80NSSC22PB703,CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-,contract,Ho-Chunk Shared Services Company,2025-03-24,F,P00003,0.00,Stop work notice issued with notification of intent to termiate for conveince - Gsfc Strategic Assessment Support (GSAS),GSFC STRATEGIC ASSESSMENT SUPPORT (GSAS),1 MISSION DR,,WINNEBAGO,NE,68071,WINNEBAGO,NE,68071,both,api,
ASST_NON_80NSSC22K1658_080,80NSSC22K1658,ASST_NON_80NSSC22K1658_080,grant,Cleveland State University,2025-03-21,B,P00003,0.00,Termination for convenience agreement- 22-csdsa22_2-0014 commercial satellite data analysis characterizing canopy chlorophyll and photosynthetic productivity for agricultural crops and forest monitoring support for smd/esd directorate,IMPROVED MONITORING AND MANAGEMENT OF URBAN TREE EQUITY: INTEGRATING METRICS OF TREE QUALITY WITH TREE COVER,2121 EUCLID AVE,,CLEVELAND,OH,44115,CLEVELAND,OH,44115,description,api,
ASST_NON_80NSSC22K1673_080,80NSSC22K1673,ASST_NON_80NSSC22K1673_080,grant,Massachusetts Institute of Technology,2025-03-21,B,P00003,0.00,Termination for convenience agreement - Earth science applications: equity and environmental justice support for science mission directorate (SMD/ESD),APPLYING THE EVDT INTEGRATED MODELING FRAMEWORK FOR ENVIRONMENTAL JUSTICE APPLICATIONS,77 MASSACHUSETTS AVE,,CAMBRIDGE,MA,02139,CAMBRIDGE,MA,02139,description,api,
ASST_NON_80NSSC22K1675_080,80NSSC22K1675,ASST_NON_80NSSC22K1675_080,grant,University of Texas at Austin,2025-03-21,B,P00003,0.00,Termination for convenience agreement - Earth science applications: equity and environmental justice support for smd/esd mission directorate,EO14042 ATX CA3TCH UP: CLIMATE ATLAS FOR ACCOUNTABILITY AND ADVOCACY STRATEGIES THROUGH CO-PRODUCTION WITH HISTORICALLY UNDERSERVED COMMUNITY PARTNERS IN AUSTIN TX,110 INNER CAMPUS DR,,AUSTIN,TX,78712,AUSTIN,TX,78712,description,api,
ASST_NON_80NSSC24K0114_080,80NSSC24K0114,ASST_NON_80NSSC24K0114_080,grant,Ohio Aerospace Institute,2025-03-21,B,P00002,0.00,Termination for convenience agreement - Here to Observe (H2O) - ohio and puerto rico space grant consortiums support for science mission directorate (SMD/ESD),HERE TO OBSERVE (H2O) - OHIO AND PUERTO RICO SPACE GRANT CONSORTIUMS,22800 CEDAR POINT RD,,BROOK PARK,OH,44142,BROOK PARK,OH,44142,description,api,
ASST_NON_80NSSC24K0177_080,80NSSC24K0177,ASST_NON_80NSSC24K0177_080,grant,The Johns Hopkins University,2025-03-21,B,P00003,0.00,Termination for convenience agreement - interdisciplinary research in Earth sciences support for science mission directorate (SMD/ESD),22-IDS22-0055 RESOLVING INTRA-URBAN VARIABILITY IN HEAT AND AIR QUALITY FROM SPACE AND THE GROUND: LEVERAGING DIVERSE OBSERVATIONS TO SUPPORT ENVIRONMENTAL JUSTICE,3400 N CHARLES ST,,BALTIMORE,MD,21218,BALTIMORE,MD,21218,description,api,
ASST_NON_80NSSC24K0944_080,80NSSC24K0944,ASST_NON_80NSSC24K0944_080,grant,"National Society of Black Physicists, Inc.",2025-03-21,B,P00001,0.00,Termination for convenience agreement - topical workshops symposiums and conferences science mission directorate (smd/planetary),24-TWSC24-0014 NSBP/NSHP: STUDENT LEADERSHIP DEVELOPMENT SUMMIT (SLDS) 2024-26,3033 WILSON BLVD STE 700,,ARLINGTON,VA,22201,ARLINGTON,VA,22201,description,api,
ASST_NON_80NSSC24K1232_080,80NSSC24K1232,ASST_NON_80NSSC24K1232_080,grant,Trustees of Tufts College,2025-03-21,B,P00001,0.00,Termination for convenience agreement - 23-pimove23-0018 environmental justice & public health: climate land & (HEALTH) outcome of dengue fever (CLOUD),ENVIRONMENTAL JUSTICE & PUBLIC HEALTH: CLIMATE LAND & (HEALTH) OUTCOME OF DENGUE FEVER (CLOUD),169 HOLLAND ST,,SOMERVILLE,MA,02144,SOMERVILLE,MA,02144,description,api,
ASST_NON_80NSSC24K1264_080,80NSSC24K1264,ASST_NON_80NSSC24K1264_080,grant,University of Alaska Fairbanks,2025-03-21,B,P00002,0.00,Termination for convenience agreement - bringing edia to the planetary sciences community: a two-day ag-style meeting of the cross-ag edia working group,BRINGING EDIA TO THE PLANETARY SCIENCES COMMUNITY: A TWO-DAY AG-STYLE MEETING OF THE CROSS-AG EDIA WORKING GROUP,2145 N TANANA LOOP,,FAIRBANKS,AK,99775,FAIRBANKS,AK,99775,description,api,
ASST_NON_80NSSC24K1612_080,80NSSC24K1612,ASST_NON_80NSSC24K1612_080,grant,University of Texas at Austin,2025-03-21,B,P00001,0.00,Termination for convenience agreement - 23-earth23-0422 climate harmony: studying and informing urban climate efforts in central texas through the development of a regional climate atlas,23-EARTH23-0422 CLIMATE HARMONY: STUDYING AND INFORMING URBAN CLIMATE EFFORTS IN CENTRAL TEXAS THROUGH THE.DEVELOPMENT OF A REGIONAL CLIMATE ATLAS,110 INNER CAMPUS DR,,AUSTIN,TX,78712,AUSTIN,TX,78712,description,api,
ASST_NON_80NSSC24K1845_080,80NSSC24K1845,ASST_NON_80NSSC24K1845_080,grant,"National Society of Black Physicists, Inc.",2025-03-21,B,P00003,0.00,Termination for convenience agreement - nsbp/nshp: joint annual conferences 2024-26,NSBP/NSHP: JOINT ANNUAL CONFERENCES 2024-26,2010 MASSACHUSETTS AVE NW STE 512,,WASHINGTON,DC,20036,WASHINGTON,DC,20036,description,api,
ASST_NON_80NSSC25K7045_080,80NSSC25K7045,ASST_NON_80NSSC25K7045_080,grant,Kutztown University of Pennsylvania,2025-03-21,B,P00002,0.00,"Termination for convenience agreement - the kutztown university'S h2o+h2s ""here to observe + here to storytell"" program will use mission science and scientific storytelling as a student experiential learning tool to scaffold workforce skills. Each year the 10-12 student observer cohort will be composed of STEM and stem-interested freshmen sophomores and incoming transfer students from introductory courses. The program will focus on those students not typically served by outreach and engagement programs. Kutztown university has an established 'learning community' approach where a group of students is paired with faculty mentors and meet once a week as a part of their schedule. h2o+h2s will use this program so students are supported with a 1-credit course (1 hour per week) preserving dedicated time for the student observer to fulfill the program without disruption to their academic classes or overburdening schedules. The course will integrate the here to explore program activities with a student-created scientific narrative project based on sharing the mission science. The students observers will develop a short audio/video storytelling project about the NASA mission. Research shows that integrating storytelling or narrative techniques provides powerful access for students of diverse backgrounds to connect with science. Two students from previous cohorts will serve as peer mentors. Scaffolding experiences will include the nasa-led h2o activities fieldtrips professional meeting attendance and mentorship through-out the year. The h2o + h2s program focuses on creating products that articulate workforce skills on student resumes. This directly supports enhanced student success when applying for future internships graduate school and industry jobs.",HERE TO OBSERVE (H2O) + HERE TO STORYTELL (H2S),15200 KUTZTOWN RD,,KUTZTOWN,PA,19530,KUTZTOWN,PA,19530,description,api,
CONT_AWD_80ARC023CA004_8000_-NONE-_-NONE-,80ARC023CA004,CONT_AWD_80ARC023CA004_8000_-NONE-_-NONE-,contract,The Trustees of Columbia University in the City of New York,2025-03-21,F,P00004,0.00,Termination for convenience - contract to extend longevity of 3d tissues and microphysiological systems for modeling of acute and chronic exposures to stressors in support of hq/smd.,CONTRACT FOR RESEARCH AND DEVELOPMENT WORK TO EXTENDED LONGEVITY OF 3D TISSUES AND MICROPHYSIOLOGICAL SYSTEMS FOR MODELING OF ACUTE AND CHRONIC EXPOSURES TO STRESSORS.,630 W 168TH ST FL 4,,NEW YORK,NY,10032,STANFORD,CA,94305,both,api,
CONT_AWD_80GSFC23CA041_8000_-NONE-_-NONE-,80GSFC23CA041,CONT_AWD_80GSFC23CA041_8000_-NONE-_-NONE-,contract,Autonomic Integra LLC,2025-03-21,M,P00018,0.00,Removal of clauses/drds iaw eo 14148 - stop work notice issued with notification of intent to de-scope- the Climate Change Research Initiative (CCRI) under the Goddard Institute for Space Studies (GISS) contract for the Earth sciences directorate.,"THE PURPOSE OF THIS CONTRACT IS TO ACQUIRE SCIENTIFIC SUPPORT AND RELATED SERVICES FOR THE GISS FACILITY IN NEW YORK CITY, NY.","101 LAKEFOREST BLVD, STE 375",,GAITHERSBURG,MD,20877,NEW YORK,NY,10025,description,api,
CONT_AWD_80HQTR24F0064_8000_80MSFC21D0009_8000,80HQTR24F0064,CONT_AWD_80HQTR24F0064_8000_80MSFC21D0009_8000,contract,"Barrios Technology, LLC",2025-03-21,M,P00003,0.00,Stop work notice issued with notification of intent to terminate for convenience - msd risk management,COORDINATE AND SUPPORT THE UTILIZATION OF MSDS RISK MANAGEMENT PLAN AND AGENCY PROCEDURAL DOCUMENTS AND PROVIDE ANALYSIS AND RECOMMENDATION SUPPORT TO ASSIST WITH MSD RISK MANAGEMENT.,13100 SPACE CENTER BLVD,STE 650,HOUSTON,TX,77059,HOUSTON,TX,77059,description,api,
CONT_AWD_80HQTR24F0073_8000_80MSFC21D0009_8000,80HQTR24F0073,CONT_AWD_80HQTR24F0073_8000_80MSFC21D0009_8000,contract,"Barrios Technology, LLC",2025-03-21,M,P00001,0.00,Stop work notice issued with notification of intent to terminate for convenience - esdmd integration and administrative support.,PROVIDE PRIMARY INTEGRATION AND ADMINISTRATIVE SUPPORT TO THE ESDMD MOON TO MARS (M2M) PROGRAM PLANNING & CONTROL (PP&C) OFFICE,13100 SPACE CENTER BLVD,STE 650,HOUSTON,TX,77059,HOUSTON,TX,77059,description,api,
CONT_AWD_80KSC024F0043_8000_80KSC021A0007_8000,80KSC024F0043,CONT_AWD_80KSC024F0043_8000_80KSC021A0007_8000,contract,"The Performance Knowledge Group, LLC",2025-03-21,M,P00003,0.00,Stop work notice issued with notification of intent to terminate for convenience - Strategic Management Support Services (SMSS) task order for Launch Services Program (LSP).,STRATEGIC MANAGEMENT SUPPORT SERVICES (SMSS) TASK ORDER FOR LSP.,1324 SWIFT CREEK WAY,,WINTER SPRINGS,FL,32708,SANFORD,FL,32771,description,api,
CONT_AWD_80KSC024F0044_8000_80KSC021A0007_8000,80KSC024F0044,CONT_AWD_80KSC024F0044_8000_80KSC021A0007_8000,contract,"The Performance Knowledge Group, LLC",2025-03-21,M,P00001,0.00,Stop work notice issued with notification of intent to terminate for convenience _strategic management support services (SMSS) task order for launch services program (EGS),STRATEGIC MANAGEMENT SUPPORT SERVICES (SMSS) TASK ORDER FOR EXPLORATION GROUND SUPPORT (EGS),1324 SWIFT CREEK WAY,,WINTER SPRINGS,FL,32708,SANFORD,FL,32771,description,api,
CONT_AWD_80KSC024F0045_8000_80KSC021A0007_8000,80KSC024F0045,CONT_AWD_80KSC024F0045_8000_80KSC021A0007_8000,contract,"The Performance Knowledge Group, LLC",2025-03-21,M,P00001,0.00,"Stop work notice issued with notification of intent to terminate for convenience - Strategic Management Support Services (SMSS) task order for Center Engineering, Safety and Operations (CESO)",STRATEGIC MANAGEMENT SUPPORT SERVICES (SMSS) BPA FOR CESO.,1324 SWIFT CREEK WAY,,WINTER SPRINGS,FL,32708,SANFORD,FL,32771,description,api,
CONT_AWD_80LARC19F0086_8000_NNL15AA02B_8000,80LARC19F0086,CONT_AWD_80LARC19F0086_8000_NNL15AA02B_8000,contract,Cornell Technical Services LLC,2025-03-21,C,P00003,-786.08,"Management, cost and schedule evaluation support for the Radiation Budget Instrument (RBI) termination settlement cost proposal.","MANAGEMENT, COST AND SCHEDULE EVALUATION SUPPORT FOR THE RADIATION BUDGET INSTRUMENT (RBI) TERMINATION SETTLEMENT COST PROPOSAL.",9700 PATUXENT WOODS DR,,COLUMBIA,MD,21046,HAMPTON,VA,23681,description,api,
CONT_IDV_80KSC021A0007_8000,80KSC021A0007,CONT_IDV_80KSC021A0007_8000,idv,"The Performance Knowledge Group, LLC",2025-03-21,F,P00006,0.00,Terminate for convenience agreement - strategic management support services for multiple customers.,BLANKET PURCHASE AGREEMENT FOR STRATEGIC MANAGEMENT SUPPORT SERVICES (SMSS).,1324 SWIFT CREEK WAY,,WINTER SPRINGS,FL,32708,,,,both,api,
CONT_AWD_80HQTR24FA038_8000_80HQTR24AA006_8000,80HQTR24FA038,CONT_AWD_80HQTR24FA038_8000_80HQTR24AA006_8000,contract,"Crown Innovations, Inc.",2025-03-20,M,P00002,0.00,"Stop work notice issued with notification of intent to terminate for convience - data visualization of performance ratings aeronautics research mission directorate, office of the associate administrator","DATA VISUALIZATION OF PERFORMANCE RATINGS AERONAUTICS RESEARCH MISSION DIRECTORATE, OFFICE OF THE ASSOCIATE ADMINISTRATOR",1530 WILSON BLVD STE 900,,ARLINGTON,VA,22209,ARLINGTON,VA,22209,description,api,
CONT_AWD_80NSSC24PA753_8000_-NONE-_-NONE-,80NSSC24PA753,CONT_AWD_80NSSC24PA753_8000_-NONE-_-NONE-,contract,Keysight Technologies Inc,2025-03-19,F,P00001,0.00,Termination for convenience agreement ---- license maintenance for genesys,LICENSE MAINTENANCE FOR GENESYS,1900 GARDEN OF THE GODS RD,,COLORADO SPRINGS,CO,80907,COLORADO SPRINGS,CO,80907,both,api,
CONT_IDV_80NSSC23AA019_8000,80NSSC23AA019,CONT_IDV_80NSSC23AA019_8000,idv,Jones and Company Professional Corporation,2025-03-18,F,P00001,0.00,Termination for convenience agreement - audit services,AUDIT SERVICES,515 S FLOWER STREET 18TH FLOOR,,LOS ANGELES,CA,90071,,,,both,api,
CONT_AWD_80HQTR21F0124_8000_GS10F0100T_4730,80HQTR21F0124,CONT_AWD_80HQTR21F0124_8000_GS10F0100T_4730,contract,"Overlook Systems Technologies, Inc.",2025-03-17,M,P00022,0.00,Stop work notice issued with notification of intent to terminate for convenience - Policy And Strategic Communications (PSC) support for NASA Space Communications And Navigation (SCAN) program.,"THE CONTRACTOR SHALL PROVIDE A BROAD RANGE OF SPECIALIZED PROGRAMMATIC AND SYSTEM ENGINEERING SUPPORT, TECHNICAL ANALYSES, AND RISK ASSESSMENTS WITH RESPECT TO NASA ACTIVITIES.",1950 OLD GALLOWS RD,,VIENNA,VA,22182,VIENNA,VA,22182,description,api,
CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-,80NSSC24PA710,CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-,contract,"Emp Consultants, LLC",2025-03-17,F,P00001,0.00,Termination for convenience agreement - novice license renewal,NOVICE LICENSE RENEWAL,10 TRIPLE CROWN CT,,NORTH POTOMAC,MD,20878,NORTH POTOMAC,MD,20878,both,api,
CONT_AWD_80NSSC24PA923_8000_-NONE-_-NONE-,80NSSC24PA923,CONT_AWD_80NSSC24PA923_8000_-NONE-_-NONE-,contract,Keysight Technologies Inc,2025-03-17,F,P00001,0.00,Termination for convenience agreement - renew software license for ads,RENEW SOFTWARE LICENSE FOR ADS,1900 GARDEN OF THE GODS RD,,COLORADO SPRINGS,CO,80907,COLORADO SPRINGS,CO,80907,both,api,
